organisationCapability,organisationId,itemId,detailedItemId,capabilityType,validationDate,sectorMappingId
OC-004166,001ON00000JFZW4,ITM-004893,DITM-000124,Supplier,2024-10-01,SM-000122
OC-005585,001ON00000JFAFT,ITM-004893,DITM-000124,Manufacturer,2024-10-01,SM-000122
OC-006352,001ON00000JFAMW,ITM-004893,DITM-000124,Manufacturer,2024-10-01,SM-000122
OC-006353,001ON00000JFAYV,ITM-004893,DITM-000124,Manufacturer,2024-10-01,SM-000122
OC-005581,0017F00001UEJVU,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006345,0019S0000062HEC,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006342,001ON000002GSEU,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006340,001ON0000042CAW,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-005584,001ON000006BVL0,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006344,001ON00000JFSQP,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006341,001ON00000JFZKV,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006347,001ON00000JFZOG,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006343,001ON00000JFZQT,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-005582,001ON00000JFZW4,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006339,001ON00000JFZWI,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006338,001ON00000JFA1J,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006346,001ON00000JFA1V,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-005583,001ON00000JFAMW,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006348,001ON00000JFAMJ,ITM-002797,DITM-000123,Manufacturer,2024-10-01,SM-000121
OC-006335,0017F00001UEJGK,ITM-002561,DITM-000122,Manufacturer,2024-10-01,SM-000120
OC-006337,0019S0000062HEC,ITM-002561,DITM-000122,Manufacturer,2024-10-01,SM-000120
OC-006334,001ON000002GSEU,ITM-002561,DITM-000122,Manufacturer,2024-10-01,SM-000120
OC-005579,001ON000006BVL0,ITM-002561,DITM-000122,Manufacturer,2024-10-01,SM-000120
OC-006336,001ON00000JFZW4,ITM-002561,DITM-000122,Manufacturer,2024-10-01,SM-000120
OC-005580,001ON00000JFZWI,ITM-002561,DITM-000122,Manufacturer,2024-10-01,SM-000120
OC-005578,001ON00000JFAFT,ITM-002561,DITM-000122,Manufacturer,2024-10-01,SM-000120
OC-006331,001ON00000AFPDR,ITM-001881,DITM-000121,Manufacturer,2024-10-01,SM-000119
OC-006332,001ON00000JFAFD,ITM-001881,DITM-000121,Manufacturer,2024-10-01,SM-000119
OC-006333,001ON00000JFAAN,ITM-001881,DITM-000121,Manufacturer,2024-10-01,SM-000119
OC-006330,0015M000003CHSJ,ITM-006839,DITM-000120,Manufacturer,2024-10-01,SM-000118
OC-006329,0019S000005SVQM,ITM-006839,DITM-000120,Manufacturer,2024-10-01,SM-000118
OC-004156,0017F00001UEIVO,ITM-009840,DITM-000119,Supplier,2024-10-01,SM-000117
OC-005577,001ON000006PQSP,ITM-009840,DITM-000119,Manufacturer,2024-10-01,SM-000117
OC-004155,001ON00000JFAE7,ITM-009840,DITM-000119,Supplier,2024-10-01,SM-000117
OC-004070,001ON000000RCSK,ITM-002411,DITM-000118,Supplier,2024-10-01,SM-000116
OC-006324,001ON00000HNS2K,ITM-002411,DITM-000118,Manufacturer,2024-10-01,SM-000116
OC-006320,001ON00000HNS2K,ITM-002290,DITM-000117,Manufacturer,2024-10-01,SM-000115
OC-006321,001ON00000JCZ8Z,ITM-002290,DITM-000117,Manufacturer,2024-10-01,SM-000115
OC-006322,001ON00000JFZPT,ITM-002290,DITM-000117,Manufacturer,2024-10-01,SM-000115
OC-006323,001ON00000JFA7T,ITM-002290,DITM-000117,Manufacturer,2024-10-01,SM-000115
OC-006319,001ON00000JFAFT,ITM-002290,DITM-000117,Manufacturer,2024-10-01,SM-000115
OC-006314,0019S000004NRPP,ITM-009839,DITM-000116,Manufacturer,2024-10-01,SM-000114
OC-006316,001ON0000065AAH,ITM-009839,DITM-000116,Manufacturer,2024-10-01,SM-000114
OC-006315,001ON00000JFSRZ,ITM-009839,DITM-000116,Manufacturer,2024-10-01,SM-000114
OC-004044,001ON00000JFA2O,ITM-009839,DITM-000116,Supplier,2024-10-01,SM-000114
OC-006317,001ON00000JFAE3,ITM-009839,DITM-000116,Manufacturer,2024-10-01,SM-000114
OC-006307,001ON00000HNS2K,ITM-002290,DITM-000115,Manufacturer,2024-10-01,SM-000113
OC-006308,001ON00000JCZ8Z,ITM-002290,DITM-000115,Manufacturer,2024-10-01,SM-000113
OC-006306,001ON00000JFAFT,ITM-002290,DITM-000115,Manufacturer,2024-10-01,SM-000113
OC-004035,0017F00001UEIVO,ITM-005555,DITM-000114,Supplier,2024-10-01,SM-000112
OC-006304,001ON000006EQIO,ITM-005555,DITM-000114,Manufacturer,2024-10-01,SM-000112
OC-005557,001ON00000JFA2C,ITM-005555,DITM-000114,Manufacturer,2024-10-01,SM-000112
OC-005558,001ON00000JFA3B,ITM-005555,DITM-000114,Manufacturer,2024-10-01,SM-000112
OC-004036,001ON00000JFAE7,ITM-005555,DITM-000114,Supplier,2024-10-01,SM-000112
OC-005559,001ON00000JFAMM,ITM-005555,DITM-000114,Manufacturer,2024-10-01,SM-000112
OC-004033,001ON00000JFZQ9,ITM-009838,DITM-000113,Supplier,2024-10-01,SM-000111
OC-004032,001ON00000JFA8R,ITM-009838,DITM-000113,Supplier,2024-10-01,SM-000111
OC-004034,001ON00000JFAE7,ITM-009838,DITM-000113,Supplier,2024-10-01,SM-000111
OC-006303,001ON000002TS8P,ITM-001603,DITM-000112,Manufacturer,2024-10-01,SM-000110
OC-006302,001ON00000BY1YD,ITM-005558,DITM-000111,Manufacturer,2024-10-01,SM-000109
OC-006294,001ON00000AS7WF,ITM-002775,DITM-000109,Manufacturer,2024-10-01,SM-000107
OC-006295,001ON00000AVCZQ,ITM-002775,DITM-000109,Manufacturer,2024-10-01,SM-000107
OC-006296,001ON00000JNVPC,ITM-002775,DITM-000109,Manufacturer,2024-10-01,SM-000107
OC-006292,001ON00000JFAEQ,ITM-002775,DITM-000109,Manufacturer,2024-10-01,SM-000107
OC-006293,001ON00000JFATG,ITM-002775,DITM-000109,Manufacturer,2024-10-01,SM-000107
OC-005449,0017F00001UEJVU,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-004006,0019S000006CRQJ,ITM-002796,DITM-000108,Supplier,2024-10-01,SM-000106
OC-005448,0019S000007KJKS,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-004004,001ON000001T3RR,ITM-002796,DITM-000108,Supplier,2024-10-01,SM-000106
OC-005452,001ON000002IAXU,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006265,001ON0000042CAW,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006264,001ON0000042CAW,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-005450,001ON000008VGDF,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-005445,001ON000009KWMC,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-004007,001ON00000AS4SH,ITM-002796,DITM-000108,Supplier,2024-10-01,SM-000106
OC-005447,001ON00000C4CDW,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-005444,001ON00000JFZKG,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006266,001ON00000JFZOG,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006259,001ON00000JFZQG,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-005451,001ON00000JFZWI,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006260,001ON00000JFZXT,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-004005,001ON00000JFA1A,ITM-002796,DITM-000108,Supplier,2024-10-01,SM-000106
OC-006267,001ON00000JFA1V,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006261,001ON00000JFA7W,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006262,001ON00000JFA8N,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-006263,001ON00000JFAMJ,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-004008,001ON00000JFAT9,ITM-002796,DITM-000108,Supplier,2024-10-01,SM-000106
OC-005446,001ON00000JFTLE,ITM-002796,DITM-000108,Manufacturer,2024-10-01,SM-000106
OC-005439,0019S000005GSZJ,ITM-001975,DITM-000107,Manufacturer,2024-10-01,SM-000105
OC-005438,001ON000002IAXU,ITM-001975,DITM-000107,Manufacturer,2024-10-01,SM-000105
OC-005441,001ON00000ET9NT,ITM-001975,DITM-000107,Manufacturer,2024-10-01,SM-000105
OC-005443,001ON00000JFZKG,ITM-001975,DITM-000107,Manufacturer,2024-10-01,SM-000105
OC-005442,001ON00000JFZP5,ITM-001975,DITM-000107,Manufacturer,2024-10-01,SM-000105
OC-005440,001ON00000JFZQR,ITM-001975,DITM-000107,Manufacturer,2024-10-01,SM-000105
OC-005437,0017F00001UEJVU,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-004001,0019S000006CRQJ,ITM-001776,DITM-000106,Supplier,2024-10-01,SM-000104
OC-005436,0019S000007KJKS,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-003999,001ON000001T3RR,ITM-001776,DITM-000106,Supplier,2024-10-01,SM-000104
OC-006255,001ON0000042CAW,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006254,001ON0000042CAW,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-005433,001ON000009KWMC,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-004002,001ON00000AS4SH,ITM-001776,DITM-000106,Supplier,2024-10-01,SM-000104
OC-005435,001ON00000C4CDW,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-005432,001ON00000JFZKG,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006256,001ON00000JFZOG,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006249,001ON00000JFZQG,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006250,001ON00000JFZXT,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-004000,001ON00000JFA1A,ITM-001776,DITM-000106,Supplier,2024-10-01,SM-000104
OC-006257,001ON00000JFA1V,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006251,001ON00000JFA7W,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006252,001ON00000JFA8N,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006258,001ON00000JFAMJ,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-006253,001ON00000JFAMJ,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-004003,001ON00000JFAT9,ITM-001776,DITM-000106,Supplier,2024-10-01,SM-000104
OC-005434,001ON00000JFTLE,ITM-001776,DITM-000106,Manufacturer,2024-10-01,SM-000104
OC-005427,0017F00001UEJVU,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-005428,0019S000005GSZJ,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-003996,0019S000006CRQJ,ITM-002797,DITM-000105,Supplier,2024-10-01,SM-000103
OC-005426,0019S000007KJKS,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-003994,001ON000001T3RR,ITM-002797,DITM-000105,Supplier,2024-10-01,SM-000103
OC-006245,001ON0000042CAW,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006244,001ON0000042CAW,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-005429,001ON000008VGDF,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-005423,001ON000009KWMC,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-003997,001ON00000AS4SH,ITM-002797,DITM-000105,Supplier,2024-10-01,SM-000103
OC-005425,001ON00000C4CDW,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-005422,001ON00000JFZKG,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006246,001ON00000JFZOG,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006239,001ON00000JFZQG,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-005430,001ON00000JFZWI,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006240,001ON00000JFZXT,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-003995,001ON00000JFA1A,ITM-002797,DITM-000105,Supplier,2024-10-01,SM-000103
OC-006247,001ON00000JFA1V,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-005431,001ON00000JFA39,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006241,001ON00000JFA7W,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006242,001ON00000JFA8N,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006248,001ON00000JFAMJ,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-006243,001ON00000JFAMJ,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-003998,001ON00000JFAT9,ITM-002797,DITM-000105,Supplier,2024-10-01,SM-000103
OC-005424,001ON00000JFTLE,ITM-002797,DITM-000105,Manufacturer,2024-10-01,SM-000103
OC-005421,0017F00001UEJVU,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-003991,0019S000006CRQJ,ITM-002381,DITM-000104,Supplier,2024-10-01,SM-000102
OC-006238,0019S000007K4PI,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-005420,0019S000007KJKS,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-003989,001ON000001T3RR,ITM-002381,DITM-000104,Supplier,2024-10-01,SM-000102
OC-006237,001ON0000042CAW,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-006236,001ON0000042CAW,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-005417,001ON000009KWMC,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-003992,001ON00000AS4SH,ITM-002381,DITM-000104,Supplier,2024-10-01,SM-000102
OC-005419,001ON00000C4CDW,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-005416,001ON00000JFZKG,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-006231,001ON00000JFZQG,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-006232,001ON00000JFZXT,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-003990,001ON00000JFA1A,ITM-002381,DITM-000104,Supplier,2024-10-01,SM-000102
OC-006233,001ON00000JFA7W,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-006234,001ON00000JFA8N,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-006235,001ON00000JFAMJ,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-003993,001ON00000JFAT9,ITM-002381,DITM-000104,Supplier,2024-10-01,SM-000102
OC-005418,001ON00000JFTLE,ITM-002381,DITM-000104,Manufacturer,2024-10-01,SM-000102
OC-006229,0019S000005CIOI,ITM-002108,DITM-000103,Manufacturer,2024-10-01,SM-000101
OC-006227,001ON00000ARK3Y,ITM-002108,DITM-000103,Manufacturer,2024-10-01,SM-000101
OC-006230,001ON00000JFZXM,ITM-002108,DITM-000103,Manufacturer,2024-10-01,SM-000101
OC-006228,001ON00000JFAEQ,ITM-002108,DITM-000103,Manufacturer,2024-10-01,SM-000101
OC-003984,001ON00000JFATG,ITM-002108,DITM-000103,Supplier,2024-10-01,SM-000101
OC-003983,001ON00000JTUJQ,ITM-002108,DITM-000103,Supplier,2024-10-01,SM-000101
OC-006226,001ON00000AS7WF,ITM-002108,DITM-000102,Manufacturer,2024-10-01,SM-000100
OC-000266,0019S000005SQOW,ITM-001412,DITM-000101,Item Supplier,2024-10-01,SM-000099
OC-006192,001ON00000JFAFT,ITM-001412,DITM-000101,Manufacturer,2024-10-01,SM-000099
OC-006193,001ON00000JFAGT,ITM-001412,DITM-000101,Manufacturer,2024-10-01,SM-000099
OC-006191,001ON000002L4IZ,ITM-001647,DITM-000100,Manufacturer,2024-10-01,SM-000098
OC-006187,001ON00000JFAAB,ITM-001647,DITM-000100,Manufacturer,2024-10-01,SM-000098
OC-006189,001ON00000JFAER,ITM-001647,DITM-000100,Manufacturer,2024-10-01,SM-000098
OC-006188,001ON00000JFATT,ITM-001647,DITM-000100,Manufacturer,2024-10-01,SM-000098
OC-006190,001ON00000JFAUD,ITM-001647,DITM-000100,Manufacturer,2024-10-01,SM-000098
OC-005399,0015K000004FRVQ,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-005397,0019S000003OIHQ,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-005396,0019S000005GSZJ,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-005400,001ON000001XBLF,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-006186,001ON0000042CAW,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-005398,001ON000006BVL0,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-006184,001ON000007PYIF,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-006185,001ON00000JFAMJ,ITM-002796,DITM-000099,Manufacturer,2024-10-01,SM-000097
OC-006183,0017F00001UEJGK,ITM-004893,DITM-000098,Manufacturer,2024-10-01,SM-000096
OC-005395,001ON00000AHFVF,ITM-004893,DITM-000098,Manufacturer,2024-10-01,SM-000096
OC-005394,001ON00000JFSQP,ITM-004893,DITM-000098,Manufacturer,2024-10-01,SM-000096
OC-005393,0019S000005GSZJ,ITM-002831,DITM-000097,Manufacturer,2024-10-01,SM-000095
OC-005391,0015K000004FRVQ,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-005389,0019S000003OIHQ,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-005387,0019S000005GSZJ,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-005392,001ON000001XBLF,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-006182,001ON0000042CAW,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-005390,001ON000006BVL0,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-006180,001ON000007PYIF,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-005388,001ON00000JFSQP,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-006181,001ON00000JFAMJ,ITM-002797,DITM-000096,Manufacturer,2024-10-01,SM-000094
OC-005385,0015K000004FRVQ,ITM-002978,DITM-000095,Manufacturer,2024-10-01,SM-000093
OC-006179,0017F00001UEJGK,ITM-002978,DITM-000095,Manufacturer,2024-10-01,SM-000093
OC-005383,0019S000003OIHQ,ITM-002978,DITM-000095,Manufacturer,2024-10-01,SM-000093
OC-005386,001ON000001XBLF,ITM-002978,DITM-000095,Manufacturer,2024-10-01,SM-000093
OC-005384,001ON000006BVL0,ITM-002978,DITM-000095,Manufacturer,2024-10-01,SM-000093
OC-006178,001ON000007PYIF,ITM-002978,DITM-000095,Manufacturer,2024-10-01,SM-000093
OC-006159,001ON00000JFZOY,ITM-002290,DITM-000094,Manufacturer,2024-10-01,SM-000092
OC-006160,001ON00000JFZWL,ITM-002290,DITM-000094,Manufacturer,2024-10-01,SM-000092
OC-000247,001ON00000JFZXD,ITM-001647,DITM-000093,Item Supplier,2024-10-01,SM-000091
OC-000434,001ON00000JFA7P,ITM-001647,DITM-000093,Manufacturer,2024-10-01,SM-000091
OC-000246,001ON00000JFAER,ITM-001647,DITM-000093,Item Supplier,2024-10-01,SM-000091
OC-010983,0017F00001UEIVK,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000487
OC-018072,0017F00001UEIVK,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-005366,0017F00001UEIVO,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-010980,0017F00001UEIVO,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-018069,0017F00001UEIVO,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-010981,0017F00001UEIW3,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-018070,0017F00001UEIW3,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-006155,0019S0000084OEN,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-005365,001ON000002JKO5,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-010979,001ON000002JKO5,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-018068,001ON000002JKO5,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-005368,001ON0000074VH8,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-010982,001ON0000074VH8,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-018071,001ON0000074VH8,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-005367,001ON00000JFA9G,ITM-001722,DITM-000092,Manufacturer,2025-06-01,SM-000090
OC-005357,0017F00001UEIVK,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005359,0017F00001UEIVO,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005358,001ON000002JKO5,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005364,001ON0000074VH8,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005362,001ON00000IQ7D2,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005355,001ON00000JFZRQ,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005356,001ON00000JFZVU,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005360,001ON00000JFA9G,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005361,001ON00000JFAOU,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005363,001ON00000JFAVG,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005354,001ON00000JFDFA,ITM-001717,DITM-000091,Manufacturer,2024-10-01,SM-000089
OC-005348,0017F00001UEIVK,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-005350,0017F00001UEIVO,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-006154,0019S0000084OEN,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-005349,001ON000002JKO5,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-005353,001ON0000074VH8,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-005346,001ON00000JFZRQ,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-005347,001ON00000JFZVU,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-005351,001ON00000JFA9G,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-005352,001ON00000JFAOU,ITM-001721,DITM-000090,Manufacturer,2024-10-01,SM-000088
OC-006152,001ON00000JFA3V,ITM-002329,DITM-000089,Manufacturer,2024-10-01,SM-000087
OC-006153,001ON00000JFAMX,ITM-002329,DITM-000089,Manufacturer,2024-10-01,SM-000087
OC-003975,001ON00000JFA1M,ITM-009759,DITM-000088,Supplier,2024-10-01,SM-000086
OC-000032,001ON00000JFAGV,ITM-009759,DITM-000088,Designer,2024-10-01,SM-000086
OC-006146,001ON000006YUJS,ITM-008007,DITM-000087,Manufacturer,2024-10-01,SM-000085
OC-000217,001ON00000ECUTY,ITM-008007,DITM-000087,Item Supplier,2024-10-01,SM-000085
OC-006147,001ON00000JFZLD,ITM-008007,DITM-000087,Manufacturer,2024-10-01,SM-000085
OC-006144,0015K000004YYDQ,ITM-001527,DITM-000086,Manufacturer,2024-10-01,SM-000084
OC-003973,001ON000006YUJS,ITM-001527,DITM-000086,Supplier,2024-10-01,SM-000084
OC-003974,001ON00000ECUTY,ITM-001527,DITM-000086,Supplier,2024-10-01,SM-000084
OC-006145,001ON00000JFAUQ,ITM-001527,DITM-000086,Manufacturer,2024-10-01,SM-000084
OC-006140,001ON000000RCSK,ITM-002620,DITM-000085,Manufacturer,2024-10-01,SM-000083
OC-006139,001ON00000JFZPT,ITM-002620,DITM-000085,Manufacturer,2024-10-01,SM-000083
OC-006141,001ON00000JFZVM,ITM-002620,DITM-000085,Manufacturer,2024-10-01,SM-000083
OC-006142,001ON00000JFA7T,ITM-002620,DITM-000085,Manufacturer,2024-10-01,SM-000083
OC-006143,001ON00000JFA8O,ITM-002620,DITM-000085,Manufacturer,2024-10-01,SM-000083
OC-006130,0019S000003R0C2,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006135,001ON000001W9QU,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006136,001ON0000024NGG,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006133,001ON00000APHOO,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006131,001ON00000JFZQ3,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006132,001ON00000JFZQF,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006134,001ON00000JFAFS,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006129,001ON00000JFAUZ,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006128,001ON00000JFAB6,ITM-003172,DITM-000084,Manufacturer,2024-10-01,SM-000082
OC-006127,001ON0000017N2B,ITM-002431,DITM-000083,Manufacturer,2024-10-01,SM-000081
OC-004410,001ON00000JFAU4,ITM-008430,DITM-000082,Supplier,2023-08-01,SM-000080
OC-000846,001ON00000JFZVW,ITM-002304,DITM-000081,Service Provider,2023-08-01,SM-000079
OC-000848,001ON00000JFA2F,ITM-002304,DITM-000081,Service Provider,2023-08-01,SM-000079
OC-000849,001ON00000JFA4G,ITM-002304,DITM-000081,Service Provider,2023-08-01,SM-000079
OC-000850,001ON00000JFA7U,ITM-002304,DITM-000081,Service Provider,2023-08-01,SM-000079
OC-000847,001ON00000JFAGK,ITM-002304,DITM-000081,Service Provider,2023-08-01,SM-000079
OC-000193,0017F00001UEJ0S,ITM-009850,DITM-000075,Designer,2023-09-01,SM-000073
OC-003894,0019S000007HTA6,ITM-009850,DITM-000075,Service Provider,2023-09-01,SM-000073
OC-000194,001ON00000JFZVI,ITM-009850,DITM-000075,Designer,2023-09-01,SM-000073
