organisationCapability,organisationId,itemId,detailedItemId,capabilityType,validationDate,sectorMappingId
OC-006125,001ON00000JFA1C,ITM-009850,DITM-000075,Manufacturer,2023-09-01,SM-000073
OC-000747,001ON00000JFA7N,ITM-009850,DITM-000075,Project Management,2023-09-01,SM-000073
OC-003893,001ON00000JFAKO,ITM-009850,DITM-000075,Service Provider,2023-09-01,SM-000073
OC-000748,001ON00000JFAKV,ITM-009850,DITM-000075,Project Management,2023-09-01,SM-000073
OC-000195,001ON00000JFANJ,ITM-009850,DITM-000075,Designer,2023-09-01,SM-000073
OC-004429,001ON00000JFZPE,ITM-004280,DITM-000074,Supplier,2023-09-01,SM-000072
OC-000746,001ON00000JFAGW,ITM-004280,DITM-000074,Project Management,2023-09-01,SM-000072
OC-004428,001ON00000JFASF,ITM-004280,DITM-000074,Supplier,2023-09-01,SM-000072
OC-004430,001ON00000JFAAI,ITM-004280,DITM-000074,Supplier,2023-09-01,SM-000072
OC-004427,001ON00000JFAB0,ITM-004280,DITM-000074,Supplier,2023-09-01,SM-000072
OC-006122,001ON00000B2JUD,ITM-001601,DITM-000073,Manufacturer,2023-09-01,SM-000071
OC-006123,001ON00000JFAZL,ITM-001601,DITM-000073,Manufacturer,2023-09-01,SM-000071
OC-000426,0017F00001UEJIE,ITM-003573,DITM-000072,Item Supplier,2023-09-01,SM-000070
OC-006121,0019S000005NN9P,ITM-003573,DITM-000072,Manufacturer,2023-09-01,SM-000070
OC-006120,0019S000006MZI8,ITM-003573,DITM-000072,Manufacturer,2023-09-01,SM-000070
OC-006115,001ON000007PXHS,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-006112,001ON00000JFZVS,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-006117,001ON00000JFZWB,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-006118,001ON00000JFZXK,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-000192,001ON00000JFA8N,ITM-009846,DITM-000071,Designer,2023-09-01,SM-000069
OC-003758,001ON00000JFAFX,ITM-009846,DITM-000071,Service Provider,2023-09-01,SM-000069
OC-006113,001ON00000JFANG,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-006111,001ON00000JFASH,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-006116,001ON00000JFAUU,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-006114,001ON00000JFAAX,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-006119,001ON00000JUNDL,ITM-009846,DITM-000071,Manufacturer,2023-09-01,SM-000069
OC-000191,001ON00000JFSQF,ITM-009849,DITM-000070,Designer,2023-09-01,SM-000068
OC-003756,001ON00000JFZV6,ITM-009849,DITM-000070,Service Provider,2023-09-01,SM-000068
OC-003752,001ON00000JFZWH,ITM-009849,DITM-000070,Service Provider,2023-09-01,SM-000068
OC-003755,001ON00000JFA25,ITM-009849,DITM-000070,Service Provider,2023-09-01,SM-000068
OC-003754,001ON00000JFA2L,ITM-009849,DITM-000070,Service Provider,2023-09-01,SM-000068
OC-006103,001ON00000JFA7M,ITM-009849,DITM-000070,Manufacturer,2023-09-01,SM-000068
OC-000745,001ON00000JFA8V,ITM-009849,DITM-000070,Project Management,2023-09-01,SM-000068
OC-003753,001ON00000JFAEN,ITM-009849,DITM-000070,Service Provider,2023-09-01,SM-000068
OC-006102,001ON00000JFAFO,ITM-009849,DITM-000070,Manufacturer,2023-09-01,SM-000068
OC-003751,001ON00000JFAOC,ITM-009849,DITM-000070,Service Provider,2023-09-01,SM-000068
OC-006101,001ON00000JFAOH,ITM-009849,DITM-000070,Manufacturer,2023-09-01,SM-000068
OC-006100,001ON00000JFAAH,ITM-009849,DITM-000070,Manufacturer,2023-09-01,SM-000068
OC-003750,001ON00000JFABS,ITM-009849,DITM-000070,Service Provider,2023-09-01,SM-000068
OC-006032,0015K000004CJWO,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006040,0017F00001UEJRI,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006031,0017F000023JB0M,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006044,0019S000004AIOW,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-000407,0019S000004WYBW,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-000411,001ON00000DQ8K6,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-006039,001ON00000ETPUV,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006038,001ON00000HNA6C,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-000415,001ON00000JFSQB,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-006042,001ON00000JFSRF,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-003557,001ON00000JFZQC,ITM-001553,DITM-000068,Service Provider,2023-09-01,SM-000066
OC-000404,001ON00000JFZUV,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-000408,001ON00000JFZWD,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-000826,001ON00000JFZWW,ITM-001553,DITM-000068,Retailer,2023-09-01,SM-000066
OC-000414,001ON00000JFZWV,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-006027,001ON00000JFZX4,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006029,001ON00000JFA1F,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-000406,001ON00000JFA34,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-006028,001ON00000JFA3L,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006034,001ON00000JFA9I,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006043,001ON00000JFAFB,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-000412,001ON00000JFAFK,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-000405,001ON00000JFAFF,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-006035,001ON00000JFAFX,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006030,001ON00000JFAKL,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006037,001ON00000JFAKH,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006036,001ON00000JFANL,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006041,001ON00000JFAOJ,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-006033,001ON00000JFASA,ITM-001553,DITM-000068,Manufacturer,2023-09-01,SM-000066
OC-000410,001ON00000JFATY,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-000409,001ON00000JFAUB,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-000413,001ON00000JFAYP,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-000416,001ON00000JFAYZ,ITM-001553,DITM-000068,Item Supplier,2023-09-01,SM-000066
OC-006026,001ON000007PXHS,ITM-002713,DITM-000067,Manufacturer,2023-09-01,SM-000065
OC-000403,001ON00000JFA9Q,ITM-002713,DITM-000067,Item Supplier,2023-09-01,SM-000065
OC-005987,0015K000004IHCW,ITM-001591,DITM-000066,Manufacturer,2023-09-01,SM-000064
OC-003391,0015M0000038AHB,ITM-001591,DITM-000066,Service Provider,2023-09-01,SM-000064
OC-000398,0019S000007IASZ,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-005985,001ON00000B2JUD,ITM-001591,DITM-000066,Manufacturer,2023-09-01,SM-000064
OC-005984,001ON00000DRMTM,ITM-001591,DITM-000066,Manufacturer,2023-09-01,SM-000064
OC-005986,001ON00000JFZKB,ITM-001591,DITM-000066,Manufacturer,2023-09-01,SM-000064
OC-003393,001ON00000JFZKC,ITM-001591,DITM-000066,Service Provider,2023-09-01,SM-000064
OC-000392,001ON00000JFZKO,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-000395,001ON00000JFZVK,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-003392,001ON00000JFA9W,ITM-001591,DITM-000066,Service Provider,2023-09-01,SM-000064
OC-000393,001ON00000JFAEC,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-000394,001ON00000JFAMX,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-000399,001ON00000JFAO8,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-000396,001ON00000JFAO9,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-005989,001ON00000JFAS7,ITM-001591,DITM-000066,Manufacturer,2023-09-01,SM-000064
OC-000397,001ON00000JFAUY,ITM-001591,DITM-000066,Item Supplier,2023-09-01,SM-000064
OC-005988,001ON00000JFAZL,ITM-001591,DITM-000066,Manufacturer,2023-09-01,SM-000064
OC-006463,0012T0000034QN1,ITM-009854,DITM-000065,Manufacturer,2023-09-01,SM-000063
OC-006467,0017F00001UEJHA,ITM-009854,DITM-000065,Manufacturer,2023-09-01,SM-000063
OC-006466,0019S000004OQH6,ITM-009854,DITM-000065,Manufacturer,2023-09-01,SM-000063
OC-006468,001ON00000JFZVF,ITM-009854,DITM-000065,Manufacturer,2023-09-01,SM-000063
OC-006462,001ON00000JFA7I,ITM-009854,DITM-000065,Manufacturer,2023-09-01,SM-000063
OC-006464,001ON00000JFAEI,ITM-009854,DITM-000065,Manufacturer,2023-09-01,SM-000063
OC-006465,001ON00000JFATB,ITM-009854,DITM-000065,Manufacturer,2023-09-01,SM-000063
OC-006456,001ON00000JFZK4,ITM-004280,DITM-000064,Manufacturer,2023-09-01,SM-000062
OC-005983,001ON00000JFA45,ITM-004280,DITM-000064,Manufacturer,2023-09-01,SM-000062
OC-000685,001ON000007PXHS,ITM-009847,DITM-000063,Parts Supplier,2023-09-01,SM-000061
OC-000391,001ON00000JFA2K,ITM-009847,DITM-000063,Item Supplier,2023-09-01,SM-000061
OC-000683,001ON00000JFANG,ITM-009847,DITM-000063,Parts Supplier,2023-09-01,SM-000061
OC-000682,001ON00000JFASH,ITM-009847,DITM-000063,Parts Supplier,2023-09-01,SM-000061
OC-000686,001ON00000JFAUU,ITM-009847,DITM-000063,Parts Supplier,2023-09-01,SM-000061
OC-000684,001ON00000JFAAX,ITM-009847,DITM-000063,Parts Supplier,2023-09-01,SM-000061
OC-003323,0012T0000034O01,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003318,0012T0000034QN1,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003309,0017F00001UEIMD,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003299,0017F00001UEIO2,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003317,0017F00001UEJNR,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003315,0017F00001UEJYX,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003325,0019S0000030CDQ,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003303,0019S000003H494,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003321,0019S0000045BBM,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003328,0019S000004OQH6,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003316,0019S000005NMRY,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003319,001ON00000JFZOP,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003305,001ON00000JFZPF,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003322,001ON00000JFZQB,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003333,001ON00000JFZVF,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003329,001ON00000JFZWH,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003313,001ON00000JFA1S,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003332,001ON00000JFA2A,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003312,001ON00000JFA3U,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003306,001ON00000JFA4C,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003300,001ON00000JFA7I,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003301,001ON00000JFA8Y,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003308,001ON00000JFAAY,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003302,001ON00000JFAAD,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003324,001ON00000JFAEI,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003311,001ON00000JFAFX,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003327,001ON00000JFAKB,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003310,001ON00000JFAMN,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003314,001ON00000JFANN,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003331,001ON00000JFAOQ,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003326,001ON00000JFATB,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003304,001ON00000JFATK,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003307,001ON00000JFAZ1,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003330,001ON00000JFAB9,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-003320,001ON00000JFAF5,ITM-002179,DITM-000062,Service Provider,2023-09-01,SM-000060
OC-002712,0015K000004YYCP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000375
OC-002711,0015K000004YYCP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000340
OC-005671,0015K000004YYCP,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000311
OC-002742,0015K000004H5RF,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002741,0015K000004H5RF,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005878,0015K000004H5RF,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002788,0015M000003JJHX,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002787,0015M000003JJHX,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005892,0015M000003JJHX,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002877,0017F00001UEIL4,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002876,0017F00001UEIL4,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002875,0017F00001UEIL4,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002912,0017F00001UEINK,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002911,0017F00001UEINK,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002910,0017F00001UEINK,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002733,0017F00001UEIOC,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002732,0017F00001UEIOC,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005678,0017F00001UEIOC,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002928,0017F00001UEJCM,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002927,0017F00001UEJCM,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002926,0017F00001UEJCM,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002822,0017F00001UEJR3,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002801,0019S000002NNBP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002800,0019S000002NNBP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002799,0019S000002NNBP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002909,0019S000003OIHQ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002908,0019S000003OIHQ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005919,0019S000003OIHQ,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002932,0019S000004AIOW,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002664,0019S000004KSW1,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002819,0019S000005BN3U,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002818,0019S000005BN3U,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002817,0019S000005BN3U,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002667,0019S000005J73I,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002666,0019S000005J73I,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002665,0019S000005J73I,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002696,0019S000005LQEO,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002899,0019S000005IHCJ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002898,0019S000005IHCJ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002897,0019S000005IHCJ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002866,0019S000005WDEW,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002865,0019S000005WDEW,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002690,0019S000005WDRM,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002887,0019S0000064AML,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002886,0019S0000064AML,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002885,0019S0000064AML,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002825,0019S0000070IBP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002824,0019S0000070IBP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002823,0019S0000070IBP,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002830,0019S0000079YBA,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002829,0019S0000079YBA,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002828,0019S0000079YBA,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002862,0019S000007OCVF,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002861,0019S000007OCVF,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005907,0019S000007OCVF,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002701,001ON000001JPV6,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002700,001ON000001JPV6,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005666,001ON000001JPV6,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002852,001ON000001QB7R,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002851,001ON000001QB7R,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005905,001ON000001QB7R,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002777,001ON000003QTWA,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002776,001ON000003QTWA,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002775,001ON000003QTWA,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002864,001ON000003SPWY,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002863,001ON000003SPWY,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005908,001ON000003SPWY,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002722,001ON000007P6IT,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002721,001ON000007P6IT,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005674,001ON000007P6IT,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002729,001ON00000ALTJY,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002728,001ON00000ALTJY,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005676,001ON00000ALTJY,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002813,001ON00000AXDQC,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002812,001ON00000AXDQC,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002811,001ON00000AXDQC,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002841,001ON00000BUS7C,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002840,001ON00000BUS7C,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002839,001ON00000BUS7C,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002735,001ON00000DQK11,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002734,001ON00000DQK11,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005876,001ON00000DQK11,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002934,001ON00000GMPUV,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002933,001ON00000GMPUV,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005925,001ON00000GMPUV,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002868,001ON00000HNA6C,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002867,001ON00000HNA6C,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005909,001ON00000HNA6C,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002780,001ON00000IVZXQ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002779,001ON00000IVZXQ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002778,001ON00000IVZXQ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002768,001ON00000JFSQX,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002767,001ON00000JFSQX,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002766,001ON00000JFSQX,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002855,001ON00000JFSQY,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002854,001ON00000JFSQY,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002853,001ON00000JFSQY,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002882,001ON00000JFSQD,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002881,001ON00000JFSQD,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002880,001ON00000JFSQD,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002675,001ON00000JFSQN,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002674,001ON00000JFSQN,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005659,001ON00000JFSQN,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002749,001ON00000JFSQR,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002748,001ON00000JFSQR,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005880,001ON00000JFSQR,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002684,001ON00000JFSQS,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002683,001ON00000JFSQS,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005662,001ON00000JFSQS,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002796,001ON00000JFSQW,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002795,001ON00000JFSQW,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002794,001ON00000JFSQW,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002889,001ON00000JFSRX,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002888,001ON00000JFSRX,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005915,001ON00000JFSRX,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002790,001ON00000JFSRJ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002789,001ON00000JFSRJ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-005893,001ON00000JFSRJ,ITM-002523,DITM-000059,Manufacturer,2023-09-01,SM-000057
OC-002891,001ON00000JFZJJ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
OC-002890,001ON00000JFZJJ,ITM-002523,DITM-000059,Service Provider,2023-09-01,SM-000057
