Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name,Formatted_Address,Latitude,Longitude,Geocoding_Service,Geocoding_Status
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001058,,001On00000JfSrH,Service Provider,1/06/2024,"5 Solandra Court,",Mornington,TAS,7018,,,"5 Solandra Court, Mornington, TAS, 7018",-42.8566488,147.4111241,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001057,,001On00000JfSrK,Service Provider,1/06/2024,"19 Rocklea Drive,",Port Melbourne,VIC,3207,,,"19 Rocklea Drive, Port Melbourne, VIC, 3207",-37.8297123,144.9209266,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001076,,001On00000JfSrU,Service Provider,1/06/2024,"Level 2, AECOM House, 8 Mahuhu Crescent",Auckland,NI,1010,,,"Level 2, AECOM House, 8 Mahuhu Crescent, Auckland, NI, 1010",,,,failed
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001071,,001On00000JfZl1,Service Provider,1/06/2024,"34 Aldenhoven Road,",Lonsdale,SA,5160,,,"34 Aldenhoven Road, Lonsdale, SA, 5160",-35.1134806,138.49713,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001063,,001On00000JfZoc,Service Provider,1/06/2024,"PO Box 2216,",Goolwa,SA,5214,,,"PO Box 2216, Goolwa, SA, 5214",46.26844298571429,-72.50712268095238,photon,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-003981,,001On00000JfZpy,Supplier,1/06/2024,"119 - 125 Quarry Road,",Murwillumbah,NSW,2484,,,"119 - 125 Quarry Road, Murwillumbah, NSW, 2484",-28.3325578,153.4152615,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001065,,001On00000JfZv2,Service Provider,1/06/2024,"62/135 Cardigan Street,",Carlton,VIC,3053,,,"62/135 Cardigan Street, Carlton, VIC, 3053",-37.7976527,144.9660059,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001074,,001On00000Jfa3O,Service Provider,1/06/2024,"2/81 Cooper Street,",Campellfield,VIC,3061,,,"2/81 Cooper Street, Campellfield, VIC, 3061",-37.6458541,144.9556787,photon,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001072,,001On00000Jfa7c,Service Provider,1/06/2024,"Unit 2/41 Discovery Drive,",Bibra Lake,WA,6163,,,"Unit 2/41 Discovery Drive, Bibra Lake, WA, 6163",-32.0918668,115.8388949,photon,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001060,,001On00000Jfa8p,Service Provider,1/06/2024,"48 Tarnard Drive,",Braeside,VIC,3195,,,"48 Tarnard Drive, Braeside, VIC, 3195",-37.9896536,145.1139381,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001068,,001On00000Jfa95,Service Provider,1/06/2024,"7/11 Roper Street,",O'Connor,WA,6163,,,"7/11 Roper Street, O'Connor, WA, 6163",-32.0622348,115.7958723,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001075,,001On00000JfaGz,Service Provider,1/06/2024,"16525 Midlands Highway,",Breadalbane,TAS,7258,,,"16525 Midlands Highway, Breadalbane, TAS, 7258",-41.52722,147.18829,photon,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001055,,001On00000JfaKK,Service Provider,1/06/2024,"11 Erudina Avenue,",Edwardstown,SA,5039,,,"11 Erudina Avenue, Edwardstown, SA, 5039",-34.989927,138.5714931,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001070,,001On00000JfaOH,Service Provider,1/06/2024,"1 Matson Court,",Gillman,SA,5013,,,"1 Matson Court, Gillman, SA, 5013",-34.841955,138.5290395,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001067,,001On00000JfaSV,Service Provider,1/06/2024,"69-71 Clapham Road,",Sefton,NSW,2162,,,"69-71 Clapham Road, Sefton, NSW, 2162",-33.8843173,151.0161754,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001073,,001On00000JfaSX,Service Provider,1/06/2024,"28/324 Settlement Road,",Thomastown,VIC,3074,,,"28/324 Settlement Road, Thomastown, VIC, 3074",-37.6876376,145.0245595,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-003968,,001On00000JfaUB,Service Provider,1/06/2024,"2/2 Darby Way,",Dandenong South,VIC,3175,,,"2/2 Darby Way, Dandenong South, VIC, 3175",-38.004222,145.2022435,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001059,,001On00000JfaUX,Service Provider,1/06/2024,"37 Mayne Avenue,",Hastings,VIC,3915,,,"37 Mayne Avenue, Hastings, VIC, 3915",-38.2916509,145.1916902,nominatim,success
,,ICT software licensing,ITM-002304,Computer Aided Design (CAD) Software,OC-001061,,001On00000JfaZ5,Service Provider,1/06/2024,"18 Rivulet Crescent,",Albion Park Rail,NSW,2527,,,"18 Rivulet Crescent, Albion Park Rail, NSW, 2527",-34.5477877,150.7885447,nominatim,success
Subtotal,Count,25,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000006,,additive manufacturing - composite reinforced materials,ITM-009884,Composite Reinforced Thermoplastics/Resins,OC-000201,,0019s000003Xrnj,Item Supplier,1/06/2024,Frankston-Dandenong Road,Dandenong South,Victoria,3175,SM-000004,Additive Manufacturing,"Frankston-Dandenong Road, Dandenong South, Victoria, 3175",-38.0517065,145.2081205,nominatim,success
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000005,,additive manufacturing - clean rooms,ITM-009894,Clean Room Manufacturing,OC-001045,,001On00000JfSrA,Service Provider,1/06/2024,"Factory 1, 42 McArthurs Road,",Altona North,VIC,3025,SM-000003,Additive Manufacturing,"Factory 1, 42 McArthurs Road, Altona North, VIC, 3025",,,,failed
,,additive manufacturing - clean rooms,ITM-009894,Clean Room Manufacturing,OC-001044,,001On00000Jfa8p,Service Provider,1/06/2024,"48 Tarnard Drive,",Braeside,VIC,3195,,,"48 Tarnard Drive, Braeside, VIC, 3195",-37.9896536,145.1139381,nominatim,success
,,additive manufacturing - clean rooms,ITM-009894,Clean Room Manufacturing,OC-001046,,001On00000JfaMe,Service Provider,1/06/2024,"103 Lahrs Road,",Ormeau,QLD,4208,,,"103 Lahrs Road, Ormeau, QLD, 4208",-27.7844685,153.2559171,nominatim,success
Subtotal,Count,3,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000004,,additive manufacturing - ceramic powder,ITM-009881,Ceramic powder,OC-000245,,001On00000JfSqU,Item Supplier,1/06/2024,"Mechnical Engineering Building J07, The University of Sydney Building,",Darlington,NSW,2006,SM-000002,Additive Manufacturing,"Mechnical Engineering Building J07, The University of Sydney Building, Darlington, NSW, 2006",,,,failed
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000003,,additive manufacturing - binder jetting,ITM-009873,Binder Jetting,OC-001000,,0019s000006t0fl,Service Provider,1/06/2024,6 Crocker Drive,Malaga,WA,6090,SM-000001,Additive Manufacturing,"6 Crocker Drive, Malaga, WA, 6090",-31.8573498,115.8822015,nominatim,success
,,additive manufacturing - binder jetting,ITM-009873,Binder Jetting,OC-000999,,001On00000JfZv2,Service Provider,1/06/2024,"62/135 Cardigan Street,",Carlton,VIC,3053,,,"62/135 Cardigan Street, Carlton, VIC, 3053",-37.7969942,144.9660039,nominatim,success
Subtotal,Count,2,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000002,,adhesives,ITM-005476,Adhesives,OC-000207,,0019s000003Xrnj,Item Supplier,1/06/2024,Frankston-Dandenong Road,Dandenong South,Victoria,3175,SM-000000,Additive Manufacturing,"Frankston-Dandenong Road, Dandenong South, Victoria, 3175",-38.0517065,145.2081205,nominatim,success
,,adhesives,ITM-005476,Adhesives,OC-000206,,001On00000JfZwM,Item Supplier,1/06/2024,"230 Hammond Road,",Dandenong South,VIC,3175,,,"230 Hammond Road, Dandenong South, VIC, 3175",-38.0181498,145.2044903,nominatim,success
Subtotal,Count,2,,,,,,,,#N/A,#N/A,,#N/A,1,,,,,,skipped
,,,ITM-004273,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005782,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005783,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005784,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005774,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007136,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005780,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005781,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007370,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007371,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009755,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007372,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007369,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009418,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009190,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005757,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005758,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007119,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005765,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005759,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007120,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005753,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005766,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005760,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005749,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007366,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005745,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007355,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007356,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007357,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005746,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005747,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005755,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005748,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005756,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007365,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005743,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007360,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007361,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005751,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009527,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007362,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005744,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007354,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005752,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007363,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007126,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009414,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005778,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005772,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007134,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005773,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007135,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009415,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-008906,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005779,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007124,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009411,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009412,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007125,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009413,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005771,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005777,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007123,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005769,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007116,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005763,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005770,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007117,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005775,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007127,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009410,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007118,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005764,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005776,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005754,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004374,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-008777,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007121,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005767,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005761,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007122,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002363,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005768,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002362,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005762,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005795,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004668,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005802,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004667,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005796,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004659,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004658,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004657,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004662,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004661,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005800,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004669,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-008815,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005801,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005794,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005797,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004660,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004673,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004665,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005789,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005799,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004670,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004672,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004664,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004671,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004663,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007145,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005792,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005786,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005793,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005787,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005788,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005798,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004666,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004366,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002646,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009445,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004355,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002647,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007387,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002644,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002645,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004367,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002643,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004570,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-008814,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004569,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007141,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003471,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003480,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004571,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003479,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007142,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003472,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009632,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003483,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003488,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003473,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003476,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007376,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003477,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007383,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007138,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007377,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007384,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007139,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007378,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007140,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004574,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004572,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007375,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007137,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007382,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007373,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007379,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007380,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007374,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007381,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004573,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005790,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007143,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009515,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002416,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005791,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007144,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-005785,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009998,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007386,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003486,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009718,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003487,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003489,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003490,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003481,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003482,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003474,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003485,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003478,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007385,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003484,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003491,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003475,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004205,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004204,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002306,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004325,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004207,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-004206,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-009474,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007114,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007115,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007874,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007875,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007110,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007112,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002310,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007111,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007113,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-003522,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002309,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002308,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-006838,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007109,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-002307,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-008004,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007860,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-008005,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007867,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007861,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007854,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007865,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007858,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-008006,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007866,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007855,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007856,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007859,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007852,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007848,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007853,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007857,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
,,,ITM-007850,,,,,,,#N/A,#N/A,,#N/A,,,,,,,skipped
