Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name,Formatted_Address,Latitude,Longitude,Geocoding_Service,Geocoding_Status
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011181,,0019s0000065j6o,Assembler,1/03/2025,891 Ingham Road,Bohle,QLD,4818,,,"891 Ingham Road, Bohle, QLD, 4818",-19.2607039,146.7210497,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-006609,,001On000003fhnL,Manufacturer,1/03/2025,18 Vallance Street,Saint Marys,NSW,2760,,,"18 Vallance Street, Saint Marys, NSW, 2760",-33.7645961,150.7786444,photon,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011193,,001On000003fhnL,Manufacturer,1/03/2025,18 Vallance Street,Saint Marys,NSW,2760,,,"18 Vallance Street, Saint Marys, NSW, 2760",-33.7645961,150.7786444,photon,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011187,,001On00000An8Mt,Item Supplier,1/03/2025,Level 6 380 Docklands Drive,Docklands,VIC,3008,,,"Level 6 380 Docklands Drive, Docklands, VIC, 3008",,,,failed
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011185,,001On00000As3BJ,Item Supplier,1/03/2025, 04-103/152 Elizabeth St,Melbourne,VIC ,3000,,,"04-103/152 Elizabeth St, Melbourne, VIC, 3000",-37.8144604,144.9635452,photon,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-006613,,001On00000JfZkf,Manufacturer,1/03/2025,"22 Industry Boulevard,",Carrum Downs,VIC,3201,,,"22 Industry Boulevard, Carrum Downs, VIC, 3201",-38.0923724,145.1707439,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011197,,001On00000JfZkf,Manufacturer,1/03/2025,"22 Industry Boulevard,",Carrum Downs,VIC,3201,,,"22 Industry Boulevard, Carrum Downs, VIC, 3201",-38.0923724,145.1707439,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011178,,001On00000OCsbl,Assembler,1/03/2025,21 School Drive,Tomago ,NSW,2322,,,"21 School Drive, Tomago, NSW, 2322",-32.830968,151.7289213,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011180,,001On00000OCsbm,Assembler,1/03/2025,35-45 Frankston-Dandenong Road,DANDENONG,VIC,3175,,,"35-45 Frankston-Dandenong Road, DANDENONG, VIC, 3175",-38.0029215,145.2179134,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011191,,001On00000OCsbn,Manufacturer,1/03/2025,Lot 10 Calabro Way,BURLEIGH HEADS,QLD,4220,,,"Lot 10 Calabro Way, BURLEIGH HEADS, QLD, 4220",-28.1029431,153.4161356,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011184,,001On00000OCsbo,Item Supplier,1/03/2025,50 Pitt Street,SYDNEY,NSW,2000,,,"50 Pitt Street, SYDNEY, NSW, 2000",-33.863332,151.2092568,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011186,,001On00000OCsbp,Item Supplier,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011194,,001On00000OCsbs,Manufacturer,1/03/2025,"Unit level 11, 458 Brunswick Street",Fortitude Valley,QLD,4006,,,"Unit level 11, 458 Brunswick Street, Fortitude Valley, QLD, 4006",,,,failed
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011200,,001On00000OCsbz,Parts Supplier,1/03/2025,Suite 8 / 50 Upper Heidelberg Rd,IVANHOE,VIC,3079,,,"Suite 8 / 50 Upper Heidelberg Rd, IVANHOE, VIC, 3079",-37.7709272,145.0410529,photon,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011201,,001On00000OCsc1,Service Provider,1/03/2025,"Level 9, 180 Flinders Street",MELBOURNE,VIC,3000,,,"Level 9, 180 Flinders Street, MELBOURNE, VIC, 3000",,,,failed
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011203,,001On00000OCsc2,Service Provider,1/03/2025,320 Churchill Road,KILBURN,SA,5084,,,"320 Churchill Road, KILBURN, SA, 5084",-34.8565116,138.5828193,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011188,,001On00000OCsc5,Item Supplier,1/03/2025,"Suite 401, Level 4, 2-4 Lyonpark Road",Macquarie Park,NSW,2113,,,"Suite 401, Level 4, 2-4 Lyonpark Road, Macquarie Park, NSW, 2113",,,,failed
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011196,,001On00000OCscA,Manufacturer,1/03/2025,59 Albany Highway ,Victoria Park,WA,6100,,,"59 Albany Highway, Victoria Park, WA, 6100",-31.9693072,115.8893304,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011189,,001On00000OCsce,Item Supplier,1/03/2025,16-18 Doyle Avenue,UNANDERRA,NSW,2526,,,"16-18 Doyle Avenue, UNANDERRA, NSW, 2526",-34.4665619,150.8385916,nominatim,success
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011190,,001On00000OCscf,Item Supplier,1/03/2025,"Unit 3, 45 Inspiration Drive",WANGARA,WA,6065,,,"Unit 3, 45 Inspiration Drive, WANGARA, WA, 6065",,,,failed
,,wheelchair ramps,ITM-007899,Wheelchair Access,OC-011199,,001On00000OCscg,Manufacturer,1/03/2025,14 Capital Court,Braeside,VIC,3195,,,"14 Capital Court, Braeside, VIC, 3195",-37.9954114,145.1098756,nominatim,success
Subtotal,Count,33,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000434,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011097,,0015K000004HAuO,Item Supplier,1/03/2025,"Level 20, 321 Kent Street",Sydney,NSW,2000,SM-000402,Rolling Stock,"Level 20, 321 Kent Street, Sydney, NSW, 2000",-33.8677269,151.2041396,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011153,,0015K000004MvuH,Parts Supplier,1/03/2025,"33-35 Yazaki Way,",Carrum Downs,VIC,3201,,,"33-35 Yazaki Way, Carrum Downs, VIC, 3201",-38.097001,145.1702039,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006589,,0017F00001ueImR,Manufacturer,1/03/2025,Unit 6/120-122 Rodeo Drive,Dandenong South,VIC,3175,,,"Unit 6/120-122 Rodeo Drive, Dandenong South, VIC, 3175",-38.0036671,145.208395,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011124,,0017F00001ueImR,Manufacturer,1/03/2025,Unit 6/120-122 Rodeo Drive,Dandenong South,VIC,3175,,,"Unit 6/120-122 Rodeo Drive, Dandenong South, VIC, 3175",-38.0036671,145.208395,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006577,,0017F00001ueIsb,Manufacturer,1/03/2025,2 Blue Street,North Sydney,NSW,2060,,,"2 Blue Street, North Sydney, NSW, 2060",-33.8410137,151.2078933,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011112,,0017F00001ueIsb,Manufacturer,1/03/2025,2 Blue Street,North Sydney,NSW,2060,,,"2 Blue Street, North Sydney, NSW, 2060",-33.8410137,151.2078933,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011159,,0017F00001ueJDA,Service Provider,1/03/2025,L10 383 Kent Street,SYDNEY,NSW,2000,,,"L10 383 Kent Street, SYDNEY, NSW, 2000",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011173,,0017F00001ueJRy,Service Provider,1/03/2025," Level 1, 101 Flinders Street ",Adelaide,SA,5000,,,"Level 1, 101 Flinders Street, Adelaide, SA, 5000",-34.9243656,138.6036098,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006580,,0019s000003mpqR,Manufacturer,1/03/2025,13 Hume Road,Smithfield,NSW,2164,,,"13 Hume Road, Smithfield, NSW, 2164",-33.8364037,150.9307757,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011115,,0019s000003mpqR,Manufacturer,1/03/2025,13 Hume Road,Smithfield,NSW,2164,,,"13 Hume Road, Smithfield, NSW, 2164",-33.8364037,150.9307757,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006575,,0019s000004U54r,Manufacturer,1/03/2025,175 Murphy Street,BENDIGO,VIC,3554,,,"175 Murphy Street, BENDIGO, VIC, 3554",-36.7451991,144.3039832,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011110,,0019s000004U54r,Manufacturer,1/03/2025,175 Murphy Street,BENDIGO,VIC,3554,,,"175 Murphy Street, BENDIGO, VIC, 3554",-36.7451991,144.3039832,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011096,,0019s000004X5Md,Item Supplier,1/03/2025,135 Coronation Drive,MILTON,QLD,4064,,,"135 Coronation Drive, MILTON, QLD, 4064",-27.4682983,153.0102666,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006598,,0019s000004gYQL,Manufacturer,1/03/2025,2 Caribbean Drive,SCORESBY,VIC,3179,,,"2 Caribbean Drive, SCORESBY, VIC, 3179",-37.9021647,145.2188716,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011133,,0019s000004gYQL,Manufacturer,1/03/2025,2 Caribbean Drive,SCORESBY,VIC,3179,,,"2 Caribbean Drive, SCORESBY, VIC, 3179",-37.9021647,145.2188716,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011164,,0019s000005YmxA,Service Provider,1/03/2025,480 Queen Street,Brisbane City,QLD,4000,,,"480 Queen Street, Brisbane City, QLD, 4000",-27.4644999,153.0306988,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006584,,0019s0000064AAl,Manufacturer,1/03/2025,221 Hammond Road,Dandenong South,VIC,3175,,,"221 Hammond Road, Dandenong South, VIC, 3175",-38.0091589,145.2068898,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011119,,0019s0000064AAl,Manufacturer,1/03/2025,221 Hammond Road,Dandenong South,VIC,3175,,,"221 Hammond Road, Dandenong South, VIC, 3175",-38.0091589,145.2068898,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006583,,0019s0000065j6o,Manufacturer,1/03/2025,891 Ingham Road,Bohle,QLD,4818,,,"891 Ingham Road, Bohle, QLD, 4818",-19.2607039,146.7210497,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011118,,0019s0000065j6o,Manufacturer,1/03/2025,891 Ingham Road,Bohle,QLD,4818,,,"891 Ingham Road, Bohle, QLD, 4818",-19.2607039,146.7210497,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011156,,0019s0000068HTm,Parts Supplier,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006581,,001On000003fhnL,Manufacturer,1/03/2025,18 Vallance Street,Saint Marys,NSW,2760,,,"18 Vallance Street, Saint Marys, NSW, 2760",-33.7645961,150.7786444,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011116,,001On000003fhnL,Manufacturer,1/03/2025,18 Vallance Street,Saint Marys,NSW,2760,,,"18 Vallance Street, Saint Marys, NSW, 2760",-33.7645961,150.7786444,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006599,,001On000009mWLi,Manufacturer,1/03/2025,74 Harley Crescent,CONDELL PARK,NSW,2200,,,"74 Harley Crescent, CONDELL PARK, NSW, 2200",-33.9235459,150.9980734,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011134,,001On000009mWLi,Manufacturer,1/03/2025,74 Harley Crescent,CONDELL PARK,NSW,2200,,,"74 Harley Crescent, CONDELL PARK, NSW, 2200",-33.9235459,150.9980734,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006585,,001On000009xZ7x,Manufacturer,1/03/2025,153 Northbourne Road,Campbellfield,VIC,3061,,,"153 Northbourne Road, Campbellfield, VIC, 3061",-37.6498346,144.9654388,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011120,,001On000009xZ7x,Manufacturer,1/03/2025,153 Northbourne Road,Campbellfield,VIC,3061,,,"153 Northbourne Road, Campbellfield, VIC, 3061",-37.6498346,144.9654388,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006586,,001On00000AltjY,Manufacturer,1/03/2025,3 Alice Street,BASSENDEAN,WA,6054,,,"3 Alice Street, BASSENDEAN, WA, 6054",-31.9080357,115.931174,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011121,,001On00000AltjY,Manufacturer,1/03/2025,3 Alice Street,BASSENDEAN,WA,6054,,,"3 Alice Street, BASSENDEAN, WA, 6054",-31.9080357,115.931174,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011102,,001On00000An8Mt,Item Supplier,1/03/2025,Level 6 380 Docklands Drive,Docklands,VIC,3008,,,"Level 6 380 Docklands Drive, Docklands, VIC, 3008",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006588,,001On00000ApXZ5,Manufacturer,1/03/2025,24 Daisy St,Revesby,NSW,2212,,,"24 Daisy St, Revesby, NSW, 2212",-33.9364659,151.0088754,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011123,,001On00000ApXZ5,Manufacturer,1/03/2025,24 Daisy St,Revesby,NSW,2212,,,"24 Daisy St, Revesby, NSW, 2212",-33.9364659,151.0088754,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011100,,001On00000As3BJ,Item Supplier,1/03/2025, 04-103/152 Elizabeth St,Melbourne,VIC ,3000,,,"04-103/152 Elizabeth St, Melbourne, VIC, 3000",-37.8144604,144.9635452,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011168,,001On00000AxDQC,Service Provider,1/03/2025,153 KEYS ROAD,Moorabbin,VIC,3189,,,"153 KEYS ROAD, Moorabbin, VIC, 3189",-37.949492,145.0757929,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011160,,001On00000AxDQC,Service Provider,1/03/2025,153 KEYS ROAD,Moorabbin,VIC,3189,,,"153 KEYS ROAD, Moorabbin, VIC, 3189",-37.949492,145.0757929,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011155,,001On00000BVfFC,Parts Supplier,1/03/2025,44 Jellico Drive,SCORESBY,VIC,3179,,,"44 Jellico Drive, SCORESBY, VIC, 3179",-37.8959881,145.2179207,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006597,,001On00000BdGq0,Manufacturer,1/03/2025,Maud Street,WARATAH,NSW,2298,,,"Maud Street, WARATAH, NSW, 2298",-32.8955342,151.7207356,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011132,,001On00000BdGq0,Manufacturer,1/03/2025,Maud Street,WARATAH,NSW,2298,,,"Maud Street, WARATAH, NSW, 2298",-32.8955342,151.7207356,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011165,,001On00000CS9nr,Service Provider,1/03/2025,175 Murphy Street,East Bendigo,VIC,3550,,,"175 Murphy Street, East Bendigo, VIC, 3550",-36.7451991,144.3039832,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011099,,001On00000GYBKr,Item Supplier,1/03/2025,23 Waler Crescent,Smeaton Grange,NSW,2567,,,"23 Waler Crescent, Smeaton Grange, NSW, 2567",-34.033132,150.7629941,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011145,,001On00000IBFSu,Parts Supplier,1/03/2025,PO Box 172,PINJARRA,WA,6208,,,"PO Box 172, PINJARRA, WA, 6208",-37.8753631,144.7327438,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006591,,001On00000JfZpx,Manufacturer,1/03/2025,13 Johansson Road,WINGFIELD,SA,5013,,,"13 Johansson Road, WINGFIELD, SA, 5013",-34.840449,138.569906,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011126,,001On00000JfZpx,Manufacturer,1/03/2025,13 Johansson Road,WINGFIELD,SA,5013,,,"13 Johansson Road, WINGFIELD, SA, 5013",-34.840449,138.569906,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006592,,001On00000JfZq5,Manufacturer,1/03/2025,9-11 Power Street,SAINT MARYS,NSW,2760,,,"9-11 Power Street, SAINT MARYS, NSW, 2760",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011127,,001On00000JfZq5,Manufacturer,1/03/2025,9-11 Power Street,SAINT MARYS,NSW,2760,,,"9-11 Power Street, SAINT MARYS, NSW, 2760",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011094,,001On00000JfZrH,Assembler,1/03/2025,"170 Railway Parade,",Bassendean,WA,6054,,,"170 Railway Parade, Bassendean, WA, 6054",-31.9126212,115.9358199,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006596,,001On00000JfZv8,Manufacturer,1/03/2025,1 Bell Street,Canning Vale,WA ,6155,,,"1 Bell Street, Canning Vale, WA, 6155",-32.0580713,115.9259462,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011131,,001On00000JfZv8,Manufacturer,1/03/2025,1 Bell Street,Canning Vale,WA ,6155,,,"1 Bell Street, Canning Vale, WA, 6155",-32.0580713,115.9259462,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011147,,001On00000JfZx3,Parts Supplier,1/03/2025,5 Five Islands Road,Port Kembla,NSW,2060,,,"5 Five Islands Road, Port Kembla, NSW, 2060",-34.4688372,150.8798784,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006601,,001On00000Jfa89,Manufacturer,1/03/2025,385-393 Lower Dandenong Road,Dingley Village,VIC,3172,,,"385-393 Lower Dandenong Road, Dingley Village, VIC, 3172",-37.9866834,145.1130488,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011136,,001On00000Jfa89,Manufacturer,1/03/2025,385-393 Lower Dandenong Road,Dingley Village,VIC,3172,,,"385-393 Lower Dandenong Road, Dingley Village, VIC, 3172",-37.9866834,145.1130488,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011149,,001On00000Jfa8B,Parts Supplier,1/03/2025,96 Bell Street,Preston,VIC,3072,,,"96 Bell Street, Preston, VIC, 3072",-37.7455348,145.0252621,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-006602,,001On00000JfaAE,Manufacturer,1/03/2025,"24 Wynyard Street,",Belmont,WA,6104,,,"24 Wynyard Street, Belmont, WA, 6104",-31.9515272,115.9217597,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011137,,001On00000JfaAE,Manufacturer,1/03/2025,"24 Wynyard Street,",Belmont,WA,6104,,,"24 Wynyard Street, Belmont, WA, 6104",-31.9515272,115.9217597,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011111,,001On00000OCsbl,Manufacturer,1/03/2025,21 School Drive,Tomago ,NSW,2322,,,"21 School Drive, Tomago, NSW, 2322",-32.830968,151.7289213,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011113,,001On00000OCsbm,Manufacturer,1/03/2025,35-45 Frankston-Dandenong Road,DANDENONG,VIC,3175,,,"35-45 Frankston-Dandenong Road, DANDENONG, VIC, 3175",-38.0029215,145.2179134,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011114,,001On00000OCsbn,Manufacturer,1/03/2025,Lot 10 Calabro Way,BURLEIGH HEADS,QLD,4220,,,"Lot 10 Calabro Way, BURLEIGH HEADS, QLD, 4220",-28.1029431,153.4161356,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011098,,001On00000OCsbo,Item Supplier,1/03/2025,50 Pitt Street,SYDNEY,NSW,2000,,,"50 Pitt Street, SYDNEY, NSW, 2000",-33.863332,151.2092568,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011101,,001On00000OCsbp,Item Supplier,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011103,,001On00000OCsbq,Item Supplier,1/03/2025,34 Mount Erin Road,Campbelltown,NSW,2560,,,"34 Mount Erin Road, Campbelltown, NSW, 2560",-34.0582566,150.8031453,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011117,,001On00000OCsbs,Manufacturer,1/03/2025,"Unit level 11, 458 Brunswick Street",Fortitude Valley,QLD,4006,,,"Unit level 11, 458 Brunswick Street, Fortitude Valley, QLD, 4006",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011142,,001On00000OCsbz,Parts Supplier,1/03/2025,Suite 8 / 50 Upper Heidelberg Rd,IVANHOE,VIC,3079,,,"Suite 8 / 50 Upper Heidelberg Rd, IVANHOE, VIC, 3079",-37.7709272,145.0410529,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011158,,001On00000OCsc1,Service Provider,1/03/2025,"Level 9, 180 Flinders Street",MELBOURNE,VIC,3000,,,"Level 9, 180 Flinders Street, MELBOURNE, VIC, 3000",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011172,,001On00000OCsc2,Service Provider,1/03/2025,320 Churchill Road,KILBURN,SA,5084,,,"320 Churchill Road, KILBURN, SA, 5084",-34.8565116,138.5828193,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011095,,001On00000OCsc3,Assembler,1/03/2025,420 Footscray Road,West Melbourne,VIC,3003,,,"420 Footscray Road, West Melbourne, VIC, 3003",-37.8071161,144.9132978,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011104,,001On00000OCsc4,Item Supplier,1/03/2025,Saint Georges Terrace,Perth,WA,6000,,,"Saint Georges Terrace, Perth, WA, 6000",-31.9544414,115.8571838,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011105,,001On00000OCsc5,Item Supplier,1/03/2025,"Suite 401, Level 4, 2-4 Lyonpark Road",Macquarie Park,NSW,2113,,,"Suite 401, Level 4, 2-4 Lyonpark Road, Macquarie Park, NSW, 2113",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011106,,001On00000OCsc6,Item Supplier,1/03/2025,8 Hudson Court,KEYSBOROUGH,VIC,3173,,,"8 Hudson Court, KEYSBOROUGH, VIC, 3173",-38.0068562,145.1830714,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011107,,001On00000OCsc7,Item Supplier,1/03/2025,"Unit 9, 135 Finlay Road",Goulburn,NSW,2580,,,"Unit 9, 135 Finlay Road, Goulburn, NSW, 2580",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011108,,001On00000OCsc8,Item Supplier,1/03/2025,115 High Street,Melton,VIC,3337,,,"115 High Street, Melton, VIC, 3337",-37.6882601,144.5996318,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011109,,001On00000OCsc9,Item Supplier,1/03/2025,"Unit 1, 13 Bessemer Street",Blacktown,NSW,2148,,,"Unit 1, 13 Bessemer Street, Blacktown, NSW, 2148",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011122,,001On00000OCscA,Manufacturer,1/03/2025,59 Albany Highway ,Victoria Park,WA,6100,,,"59 Albany Highway, Victoria Park, WA, 6100",-31.9693072,115.8893304,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011125,,001On00000OCscB,Manufacturer,1/03/2025,"Unit 4, 21 Pikkat Drive",BRAEMAR,NSW,2575,,,"Unit 4, 21 Pikkat Drive, BRAEMAR, NSW, 2575",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011128,,001On00000OCscC,Manufacturer,1/03/2025,15 Bensted Street,Gladstone ,QLD,4680,,,"15 Bensted Street, Gladstone, QLD, 4680",-23.8645481,151.26937,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011129,,001On00000OCscD,Manufacturer,1/03/2025,7 Lockyer Street,GOULBURN,NSW,2580,,,"7 Lockyer Street, GOULBURN, NSW, 2580",-34.7732206,149.6936409,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011130,,001On00000OCscE,Manufacturer,1/03/2025,16-18 Doyle Avenue,UNANDERRA,NSW,2526,,,"16-18 Doyle Avenue, UNANDERRA, NSW, 2526",-34.4665619,150.8385916,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011135,,001On00000OCscF,Manufacturer,1/03/2025,"Unit 3, 45 Inspiration Drive",WANGARA,WA,6065,,,"Unit 3, 45 Inspiration Drive, WANGARA, WA, 6065",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011138,,001On00000OCscG,Manufacturer,1/03/2025,14 Capital Court,Braeside,VIC,3195,,,"14 Capital Court, Braeside, VIC, 3195",-37.9954114,145.1098756,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011139,,001On00000OCscH,Manufacturer,1/03/2025,6 Whitmuir Road,BENTLEIGH,VIC,3204,,,"6 Whitmuir Road, BENTLEIGH, VIC, 3204",-37.9163539,145.0287589,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011140,,001On00000OCscI,Manufacturer,1/03/2025,"Unit G, 32 Lincoln Square North",Carlton,VIC,3053,,,"Unit G, 32 Lincoln Square North, Carlton, VIC, 3053",53.0042181,-0.5294754,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011141,,001On00000OCscJ,Manufacturer,1/03/2025,6 Conos Court,Donvale,VIC,3111,,,"6 Conos Court, Donvale, VIC, 3111",-37.7873825,145.1959781,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011143,,001On00000OCscK,Parts Supplier,1/03/2025,136-140 South Park Drive,DANDENONG SOUTH,VIC,3175,,,"136-140 South Park Drive, DANDENONG SOUTH, VIC, 3175",-38.0164185,145.194337,nominatim,success
