Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name
,,solar panels,ITM-002344,PV Panel,OC-000821,,0019s000005CCga,Retailer,1/09/2023,1 Chapel Street,Blackburn,VIC,3130,,
,,solar panels,ITM-002344,PV Panel,OC-000540,,0019s000005X5JI,Manufacturer,1/09/2023,124 Walker Street,North Sydney,NSW,2060,,
,,solar panels,ITM-002344,PV Panel,OC-004320,,0019s0000070NIP,Supplier,1/09/2023,2 Grevillea Street,Eastern Creek,NSW,2766,,
,,solar panels,ITM-002344,PV Panel,OC-000545,,001On000002JlnJ,Manufacturer,1/09/2023,"6-8 Park Way,",Mawson Lakes,SA,5095,,
,,solar panels,ITM-002344,PV Panel,OC-004324,,001On000002yDnm,Supplier,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,solar panels,ITM-002344,PV Panel,OC-000820,,001On00000383Yu,Retailer,1/09/2023,"Suite 207/28 Riddell Parade,",Elsternwick,VIC,3185,,
,,solar panels,ITM-002344,PV Panel,OC-003366,,001On000003u1HX,Service Provider,1/09/2023,"24/570 Bourke Street,",Melbourne,VIC,3000,,
,,solar panels,ITM-002344,PV Panel,OC-000544,,001On000007Mkt7,Manufacturer,1/09/2023,"307 Queen Street,",Brisbane City,QLD,4000,,
,,solar panels,ITM-002344,PV Panel,OC-000822,,001On00000HQP7R,Retailer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,solar panels,ITM-002344,PV Panel,OC-004321,,001On00000JfZk0,Supplier,1/09/2023,"13 Progress Crt,",Prestons,NSW,2170,,
,,solar panels,ITM-002344,PV Panel,OC-004318,,001On00000JfZpE,Supplier,1/09/2023,"Unit 3/ 71 Beenleigh Road,",Coopers Plains,QLD,4108,,
,,solar panels,ITM-002344,PV Panel,OC-003359,,001On00000JfZv1,Service Provider,1/09/2023,"Level 1, 111 Colin Street,",West Perth,WA,6005,,
,,solar panels,ITM-002344,PV Panel,OC-004317,,001On00000JfZvA,Supplier,1/09/2023,"333 Drummond Street,",Carlton,VIC,3053,,
,,solar panels,ITM-002344,PV Panel,OC-004323,,001On00000JfZwn,Supplier,1/09/2023,"13 Chaffey Street,",Thomastown,VIC,3074,,
,,solar panels,ITM-002344,PV Panel,OC-000543,,001On00000JfZxw,Manufacturer,1/09/2023,"3 Dominion Place,",Queanbeyan,NSW,2620,,
,,solar panels,ITM-002344,PV Panel,OC-000818,,001On00000Jfa2k,Retailer,1/09/2023,"Unit 2, 6 Southeast Boulevard,",Pakenham,VIC,3810,,
,,solar panels,ITM-002344,PV Panel,OC-003357,,001On00000Jfa7j,Service Provider,1/09/2023,"160 Samford Road,",Enoggera,QLD,4051,,
,,solar panels,ITM-002344,PV Panel,OC-004322,,001On00000Jfa9m,Supplier,1/09/2023,"Unit 1 ,16 McDougall Street,",Milton,QLD,4064,,
,,solar panels,ITM-002344,PV Panel,OC-000817,,001On00000JfaDu,Retailer,1/09/2023,"29 Walker Street,",Merrylands,NSW,2160,,
,,solar panels,ITM-002344,PV Panel,OC-004325,,001On00000JfaG8,Supplier,1/09/2023,"6 Turnbull Drive,",Horsham,VIC,3400,,
,,solar panels,ITM-002344,PV Panel,OC-003363,,001On00000JfaKC,Service Provider,1/09/2023,"173 Scott Street,",Cairns,QLD,4870,,
,,solar panels,ITM-002344,PV Panel,OC-003368,,001On00000JfaKd,Service Provider,1/09/2023,"3 Lerista Court,",Bibra Lake,WA,6163,,
,,solar panels,ITM-002344,PV Panel,OC-003362,,001On00000JfaSM,Service Provider,1/09/2023,"100 Park Street,",St Kilda West,VIC,3182,,
,,solar panels,ITM-002344,PV Panel,OC-004316,,001On00000JfaTa,Supplier,1/09/2023,"Unit C, 134 - 140 Old Pittwater Rd,,",BROOKVALE,NSW,2100,,
,,solar panels,ITM-002344,PV Panel,OC-003365,,001On00000JfaTm,Service Provider,1/09/2023,"32 Hope Street,",South Brisbane,QLD,4101,,
,,solar panels,ITM-002344,PV Panel,OC-004315,,001On00000JfaUd,Supplier,1/09/2023,"Unit 5/ 2 Bromham Place,",Richmond,VIC,3121,,
,,solar panels,ITM-002344,PV Panel,OC-000541,,001On00000JfaUq,Manufacturer,1/09/2023,"Unit 6, 87 Hector St,",Osborn Park,WA,6017,,
,,solar panels,ITM-002344,PV Panel,OC-003361,,001On00000JfaZg,Service Provider,1/09/2023,"36 Burt Street,",Boulder,WA,6432,,
,,solar panels,ITM-002344,PV Panel,OC-003358,,001On00000JfaZx,Service Provider,1/09/2023,"4/74 Elder Street,",Ciccone,NT,870,,
,,solar panels,ITM-002344,PV Panel,OC-003364,,001On00000Jfab7,Service Provider,1/09/2023,"7 Schmid Street,",Garbutt,QLD,4814,,
,,solar panels,ITM-002344,PV Panel,OC-000819,,001On00000JfabU,Retailer,1/09/2023,"11 West Thebarton Road,",Thebarton,SA,5031,,
,,solar panels,ITM-002344,PV Panel,OC-000542,,001On00000JfafU,Manufacturer,1/09/2023,"24 Taminga Street,",Regency Park,SA,5010,,
Subtotal,Count,35,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000347,,PLC equipment,ITM-003536,Programmable Logic Controllers (PLC),,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000346,,electrical - distribution boards,ITM-002370,Power Distribution Units/Boards,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000345,,electrical - cabinets/enclosures,ITM-002372,Power Conversion/Distribution Skids,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000344,,electrical - transformer,ITM-001644,MV Distribution Transformers,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000343,,electrical - cable (MV),ITM-002994,MV Cables,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000342,,"metalwork - stairs, handrails, ladders, platforms, etc.",ITM-002523,Metalwork,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000341,,electrical - switchgear,ITM-001627,Medium Voltage Switchgear,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000340,,electrical - junction boxes,ITM-007183,Junction Box,OC-000800,,0015K000004RvW3,Retailer,1/09/2023,#N/A,#N/A,#N/A,#N/A,SM-000338,Renewables/ Solar
,,electrical - junction boxes,ITM-007183,Junction Box,OC-000801,,0019s000005CCga,Retailer,1/09/2023,1 Chapel Street,Blackburn,VIC,3130,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-000486,,001On000003iqHX,Manufacturer,1/09/2023,50 Sunmore Close,Heatherton,VIC,3202,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-000487,,001On000005RpgM,Manufacturer,1/09/2023,"43 Huntingwood Drive,",Jamisontown,NSW,2148,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-000485,,001On00000JfZjn,Manufacturer,1/09/2023,"Murray Road South,",Welshpool,WA,6106,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-004153,,001On00000JfZkf,Supplier,1/09/2023,"22 Industry Boulevard,",Carrum Downs,VIC,3201,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-004152,,001On00000Jfa8I,Supplier,1/09/2023,"Unit 3, 1378 Lytton Road,",Hemmant,QLD,4174,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-004154,,001On00000JfaAW,Supplier,1/09/2023,"2/78 Eastern Rd,",Browns Plains,QLD,4118,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-000802,,001On00000JfaML,Retailer,1/09/2023,"11-23 Licola Crescent,",Dandenong South,VIC,3175,,
,,electrical - junction boxes,ITM-007183,Junction Box,OC-002589,,001On00000JfaUO,Service Provider,1/09/2023,"Unit 5/ 1470 Ferntree Gully Road,",Knoxfield,VIC,3180,,
Subtotal,Count,10,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000339,,electrical - isolator,ITM-007626,Isolation Units,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000338,,electrical - inverters,ITM-002696,Inverters,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000337,,cable - fibre optic,ITM-001633,Fibre Optic Cable,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000336,,electrical - cabinets/enclosures,ITM-002372,Enclosure - Metal/Plastic,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000335,,solar panels,ITM-002344,Encapsulation Material - PV Panel,OC-004025,,001On00000JfZxb,Supplier,1/09/2023,"16 Logis Boulevard,",Dandenong South,VIC,3175,SM-000333,Renewables/ Solar
,,solar panels,ITM-002344,Encapsulation Material - PV Panel,OC-000452,,001On00000JfZxw,Manufacturer,1/09/2023,"3 Dominion Place,",Queanbeyan,NSW,2620,,
Subtotal,Count,2,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000334,,electrical - pits,ITM-002373,Electrical Pits,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000333,,control panels,ITM-002350,Electrical Control Cabinet/Panel,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000332,,labour - electrical,ITM-001805,Electrical Contractor,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000331,,electrical - conduits,ITM-001634,Electrical Conduit,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000330,,electrical - earth bar,ITM-004210,Earthing System and Components,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000329,,electrical - busbar,ITM-002567,Copper Busbar and Chassis,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000328,,ICT hardware,ITM-002271,Condition and Performance Monitoring Equipment,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000327,,electrical - cable clamps/clips,ITM-009855,Clamps and Clips,OC-000437,,001On000005RnoJ,Manufacturer,1/09/2023,"8 Distribution Place,",Seven Hills,NSW,2147,SM-000325,Renewables/ Solar
,,electrical - cable clamps/clips,ITM-009855,Clamps and Clips,OC-000436,,001On00000GAy89,Manufacturer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - cable clamps/clips,ITM-009855,Clamps and Clips,OC-000435,,001On00000Jfaf2,Manufacturer,1/09/2023,"31 Industry Place,",Wynnum,QLD,4178,,
Subtotal,Count,3,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000326,,electrical - circuit breakers,ITM-002995,Circuit Breakers,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000325,,electrical - cable clamps/clips,ITM-009855,Cable Clamps and Cleats,,,,,,#N/A,#N/A,#N/A,#N/A,,
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,,
DITM-000324,,solar panels,ITM-002344,Backsheet - Solar Panel,OC-000216,,001On00000JfZxZ,Item Supplier,1/09/2023,Earlwood Dr,Wheelers Hill,VIC,3150,SM-000322,Renewables/ Solar
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000323,,electrical - cable harness,ITM-002287,Wire Harness Assemblies,OC-003964,,001On00000JfZk9,Service Provider,1/09/2023,"Unit 10, 176 South Creek Road,",Cromer,NSW,2099,SM-000400,Renewables/ Wind
,,electrical - cable harness,ITM-002287,Wire Harness Assemblies,OC-003967,,001On00000JfZvl,Service Provider,1/09/2023,598-600 South Road,Angle Park,SA,5010,SM-000355,Renewables/ Solar
,,electrical - cable harness,ITM-002287,Wire Harness Assemblies,OC-003966,,001On00000JfZvl,Service Provider,1/09/2023,598-600 South Road,Angle Park,SA,5010,SM-000321,Renewables/ Battery
,,electrical - cable harness,ITM-002287,Wire Harness Assemblies,OC-003965,,001On00000JfZvl,Service Provider,1/09/2023,598-600 South Road,Angle Park,SA,5010,,
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,3,
DITM-000322,,electrical - switchboards,ITM-002727,Switchboards,OC-003650,,0012t000002XqXV,Service Provider,1/09/2023,111-115 Douro,North Geelong,VIC,3215,SM-000387,Renewables/ Wind
,,electrical - switchboards,ITM-002727,Switchboards,OC-003649,,0012t000002XqXV,Service Provider,1/09/2023,111-115 Douro,North Geelong,VIC,3215,SM-000353,Renewables/ Solar
,,electrical - switchboards,ITM-002727,Switchboards,OC-003673,,0015K0000040knP,Service Provider,1/09/2023,19 New Dookie Road,Shepparton,VIC,3630,SM-000320,Renewables/ Battery
,,electrical - switchboards,ITM-002727,Switchboards,OC-003672,,0015K0000040knP,Service Provider,1/09/2023,19 New Dookie Road,Shepparton,VIC,3630,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003610,,0015K0000040knP,Service Provider,1/09/2023,19 New Dookie Road,Shepparton,VIC,3630,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000835,,0015K000004RvW3,Retailer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000834,,0015K000004RvW3,Retailer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000833,,0015K000004RvW3,Retailer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000828,,0015K000004RvW3,Retailer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003579,,0015K000004i6xR,Service Provider,1/09/2023,115 Salmon Street,Port Melbourne,VIC,3207,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000584,,0015m000003cHsJ,Manufacturer,1/09/2023,1 Acacia Place,Notting Hill,Victoria,3168,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000583,,0015m000003cHsJ,Manufacturer,1/09/2023,1 Acacia Place,Notting Hill,Victoria,3168,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000582,,0015m000003cHsJ,Manufacturer,1/09/2023,1 Acacia Place,Notting Hill,Victoria,3168,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006065,,0015m000003cHsJ,Manufacturer,1/09/2023,1 Acacia Place,Notting Hill,Victoria,3168,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000614,,0015m000003ckST,Manufacturer,1/09/2023,10 Kent Road,Mascot,NSW,2020,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000613,,0015m000003ckST,Manufacturer,1/09/2023,10 Kent Road,Mascot,NSW,2020,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000612,,0015m000003ckST,Manufacturer,1/09/2023,10 Kent Road,Mascot,NSW,2020,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003684,,0015m000003xjoy,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003683,,0015m000003xjoy,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003617,,0015m000003xjoy,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003687,,0017F00001ueJ2t,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003686,,0017F00001ueJ2t,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003685,,0017F00001ueJ2t,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003575,,0017F00001ueJ2t,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003627,,0017F00001ueJHb,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003626,,0017F00001ueJHb,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003625,,0017F00001ueJHb,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003578,,0017F00001ueJHb,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000620,,0019s000005Cl7e,Manufacturer,1/09/2023,Bapaume Road,MooreBank,NSW,2170,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000619,,0019s000005Cl7e,Manufacturer,1/09/2023,Bapaume Road,MooreBank,NSW,2170,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000618,,0019s000005Cl7e,Manufacturer,1/09/2023,Bapaume Road,MooreBank,NSW,2170,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006064,,0019s000005Cl7e,Manufacturer,1/09/2023,Bapaume Road,MooreBank,NSW,2170,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-004468,,0019s000005FW6W,Wholesaler,1/09/2023,357 Ferntree Gully Road,MOUNT WAVERLEY,VIC,3149,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000653,,0019s000005p098,Manufacturer,1/09/2023,"120 Days Road,",Ferryden Park,SA,5010,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000652,,0019s000005p098,Manufacturer,1/09/2023,"120 Days Road,",Ferryden Park,SA,5010,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000651,,0019s000005p098,Manufacturer,1/09/2023,"120 Days Road,",Ferryden Park,SA,5010,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006092,,0019s000005p098,Manufacturer,1/09/2023,"120 Days Road,",Ferryden Park,SA,5010,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006082,,0019s000005wDRM,Manufacturer,1/09/2023,12 Dalmore Drive,Scoresby,VIC,3179,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006071,,0019s000006IZ5O,Manufacturer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006091,,0019s000006xfSv,Manufacturer,1/09/2023,"91 Bluestone Circuit,",Seventeen Mile Rocks,QLD,4073,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000605,,0019s0000070b3a,Manufacturer,1/09/2023,8 Moncrief Road,Nunawading,VIC,3131,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000604,,0019s0000070b3a,Manufacturer,1/09/2023,8 Moncrief Road,Nunawading,VIC,3131,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000603,,0019s0000070b3a,Manufacturer,1/09/2023,8 Moncrief Road,Nunawading,VIC,3131,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006093,,0019s0000070b3a,Manufacturer,1/09/2023,8 Moncrief Road,Nunawading,VIC,3131,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000641,,0019s000007KpAY,Manufacturer,1/09/2023,43-67 River Street,RICHMOND,VIC,3121,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000640,,0019s000007KpAY,Manufacturer,1/09/2023,43-67 River Street,RICHMOND,VIC,3121,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000639,,0019s000007KpAY,Manufacturer,1/09/2023,43-67 River Street,RICHMOND,VIC,3121,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006087,,0019s000007KpAY,Manufacturer,1/09/2023,43-67 River Street,RICHMOND,VIC,3121,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000596,,001On000001OQ46,Manufacturer,1/09/2023,"109-111 Dohertys Road,",Altona North,VIC,3025,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000595,,001On000001OQ46,Manufacturer,1/09/2023,"109-111 Dohertys Road,",Altona North,VIC,3025,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000594,,001On000001OQ46,Manufacturer,1/09/2023,"109-111 Dohertys Road,",Altona North,VIC,3025,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006073,,001On000001OQ46,Manufacturer,1/09/2023,"109-111 Dohertys Road,",Altona North,VIC,3025,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003600,,001On000001g3CR,Service Provider,1/09/2023,"67 Quantum Close,",Dandenong South,VIC,3175,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006086,,001On000002wC9X,Manufacturer,1/09/2023,Bonville Avenue,Thornton,NSW,2322,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000417,,001On000003MU0v,Item Supplier,1/09/2023,"4 Thomas Court,",Glen Waverley,VIC,3150,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-004392,,001On000003MU0v,Supplier,1/09/2023,"4 Thomas Court,",Glen Waverley,VIC,3150,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-004391,,001On000003MU0v,Supplier,1/09/2023,"4 Thomas Court,",Glen Waverley,VIC,3150,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-004390,,001On000003MU0v,Supplier,1/09/2023,"4 Thomas Court,",Glen Waverley,VIC,3150,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000578,,001On000007p6iT,Manufacturer,1/09/2023,"3 Gidgie Court,",Edinburgh,SA,5111,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000577,,001On000007p6iT,Manufacturer,1/09/2023,"3 Gidgie Court,",Edinburgh,SA,5111,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000576,,001On000007p6iT,Manufacturer,1/09/2023,"3 Gidgie Court,",Edinburgh,SA,5111,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006054,,001On000007p6iT,Manufacturer,1/09/2023,"3 Gidgie Court,",Edinburgh,SA,5111,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000656,,001On00000AsIK2,Manufacturer,1/09/2023,"225 Queensport Road North,",Murarrie,QLD,4172,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000655,,001On00000AsIK2,Manufacturer,1/09/2023,"225 Queensport Road North,",Murarrie,QLD,4172,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000654,,001On00000AsIK2,Manufacturer,1/09/2023,"225 Queensport Road North,",Murarrie,QLD,4172,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006070,,001On00000AsIK2,Manufacturer,1/09/2023,"225 Queensport Road North,",Murarrie,QLD,4172,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000617,,001On00000DzGQg,Manufacturer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000616,,001On00000DzGQg,Manufacturer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000615,,001On00000DzGQg,Manufacturer,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003690,,001On00000FH4Q2,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003689,,001On00000FH4Q2,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003688,,001On00000FH4Q2,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003601,,001On00000FH4Q2,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000581,,001On00000FYqbb,Manufacturer,1/09/2023,"24 Perrin Place,",Seven Hills,QLD,4107,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000580,,001On00000FYqbb,Manufacturer,1/09/2023,"24 Perrin Place,",Seven Hills,QLD,4107,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000579,,001On00000FYqbb,Manufacturer,1/09/2023,"24 Perrin Place,",Seven Hills,QLD,4107,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006094,,001On00000FYqbb,Manufacturer,1/09/2023,"24 Perrin Place,",Seven Hills,QLD,4107,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003598,,001On00000GEBU5,Service Provider,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003586,,001On00000JfSqf,Service Provider,1/09/2023,"136 Daws Road,",Melrose Park,SA,5039,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000587,,001On00000JfSqr,Manufacturer,1/09/2023,"Unit 17/26 Octal Street,",Yatala,QLD,4207,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000586,,001On00000JfSqr,Manufacturer,1/09/2023,"Unit 17/26 Octal Street,",Yatala,QLD,4207,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-000585,,001On00000JfSqr,Manufacturer,1/09/2023,"Unit 17/26 Octal Street,",Yatala,QLD,4207,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-006062,,001On00000JfSqr,Manufacturer,1/09/2023,"Unit 17/26 Octal Street,",Yatala,QLD,4207,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003645,,001On00000JfSqy,Service Provider,1/09/2023,"Beach Road,",Thames,NI,3500,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003644,,001On00000JfSqy,Service Provider,1/09/2023,"Beach Road,",Thames,NI,3500,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003643,,001On00000JfSqy,Service Provider,1/09/2023,"Beach Road,",Thames,NI,3500,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003595,,001On00000JfSqy,Service Provider,1/09/2023,"Beach Road,",Thames,NI,3500,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003662,,001On00000JfSrC,Service Provider,1/09/2023,"266-268 Payneham Road,",Payneham,SA,5070,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003661,,001On00000JfSrC,Service Provider,1/09/2023,"266-268 Payneham Road,",Payneham,SA,5070,,
,,electrical - switchboards,ITM-002727,Switchboards,OC-003660,,001On00000JfSrC,Service Provider,1/09/2023,"266-268 Payneham Road,",Payneham,SA,5070,,
