Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name
,,clothing,ITM-009904,Clothing - Leisure,OC-018023,,0012t00000360lu,Designer,1/06/2025,"Level 1, 187 Todd Road",Port Melbourne,VIC,3207,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018021,,0012t00000360lu,Manufacturer,1/06/2025,"Level 1, 187 Todd Road",Port Melbourne,VIC,3207,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010755,,0012t0000036QG3,Manufacturer,1/06/2025,"1-13 Shierlaw Avenue, Canterbury",Melbourne,VIC,3126,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017891,,0012t0000036QG3,Manufacturer,1/06/2025,"1-13 Shierlaw Avenue, Canterbury",Melbourne,VIC,3126,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017993,,0015K000004G2jz,Designer,1/06/2025,"Unit 2/3, 47 Wangara Road",Cheltenham,VIC,3192,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017835,,0017F000023LWBx,Designer,1/06/2025,191-193 Northcorp Boulevard,Broadmeadows,VIC,3047,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010840,,0017F000023LY3S,Manufacturer,1/06/2025,16-18 Ceylon st,Nunawading,VIC,3133,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018014,,0017F000023LY3S,Manufacturer,1/06/2025,16-18 Ceylon st,Nunawading,VIC,3133,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010734,,0017F000023Lxid,Manufacturer,1/06/2025,Factory 3,Somerville,VIC,3912,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017861,,0017F000023Lxid,Manufacturer,1/06/2025,Factory 3,Somerville,VIC,3912,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017947,,0019s0000045hgJ,Wholesaler,1/06/2025,171 Briens Road,Northmead,NSW,2152,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010573,,0019s000005FD0c,Manufacturer,1/06/2025,90 Melrose Street,North Melbourne,VIC,3051,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017839,,0019s000005FD0c,Manufacturer,1/06/2025,90 Melrose Street,North Melbourne,VIC,3051,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010761,,0019s000005J2KP,Manufacturer,1/06/2025,1/24 Bluestone Circuit,Seventeen Mile Rocks,Qld,4073,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017902,,0019s000005J2KP,Manufacturer,1/06/2025,1/24 Bluestone Circuit,Seventeen Mile Rocks,Qld,4073,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010871,,0019s000005olMY,Manufacturer,1/06/2025,"Unit 11, 29 Bay Road,",Taren Point,NSW,2229,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018047,,0019s000005olMY,Manufacturer,1/06/2025,"Unit 11, 29 Bay Road,",Taren Point,NSW,2229,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018007,,0019s0000061JUz,Designer,1/06/2025,"L35, 477 Collins Street",Melbourne,VIC,3000,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010784,,0019s000006us88,Manufacturer,1/06/2025,338 Victoria Road,Rydalmere,NSW,2116,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017936,,0019s000006us88,Manufacturer,1/06/2025,338 Victoria Road,Rydalmere,NSW,2116,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010813,,0019s000007HUtW,Manufacturer,1/06/2025,53A Princes Drive,Morwell,VIC,3840,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017973,,0019s000007HUtW,Manufacturer,1/06/2025,53A Princes Drive,Morwell,VIC,3840,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010803,,001On000002FtT7,Manufacturer,1/06/2025,150-152 Euston Road,Alexandria,NSW,2015,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017962,,001On000002FtT7,Manufacturer,1/06/2025,150-152 Euston Road,Alexandria,NSW,2015,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010763,,001On000002vxqM,Manufacturer,1/06/2025,8/7-11 Parraweena Road,Caringbah ,NSW,2229,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017904,,001On000002vxqM,Manufacturer,1/06/2025,8/7-11 Parraweena Road,Caringbah ,NSW,2229,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010789,,001On000003cuim,Manufacturer,1/06/2025,2/1 Bromham Place,Richmond,VIC,3121,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017942,,001On000003cuim,Manufacturer,1/06/2025,2/1 Bromham Place,Richmond,VIC,3121,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010802,,001On000003gqVQ,Manufacturer,1/06/2025,6 Brex Court,Reservoir,VIC,3073,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017959,,001On000003gqVQ,Manufacturer,1/06/2025,6 Brex Court,Reservoir,VIC,3073,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010847,,001On000003gwHK,Manufacturer,1/06/2025,22-26 Armstrong Road,Heathmont,VIC,3135,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018022,,001On000003gwHK,Manufacturer,1/06/2025,22-26 Armstrong Road,Heathmont,VIC,3135,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010759,,001On000003rzOu,Manufacturer,1/06/2025,"145-149 Woodlands Drive, ",Braeside,VIC,3195,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017900,,001On000003rzOu,Manufacturer,1/06/2025,"145-149 Woodlands Drive, ",Braeside,VIC,3195,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010860,,001On000004x7nx,Manufacturer,1/06/2025,230-236 Captain Cook Drive,Kurnell,NSW,2231,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018036,,001On000004x7nx,Manufacturer,1/06/2025,230-236 Captain Cook Drive,Kurnell,NSW,2231,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010834,,001On000006A8lx,Manufacturer,1/06/2025,3 Kia Cresent,Preston,VIC,3072,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018004,,001On000006A8lx,Manufacturer,1/06/2025,3 Kia Cresent,Preston,VIC,3072,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010815,,001On000006OPRe,Manufacturer,1/06/2025,"12 Stacey Street,",Bankstown,NSW,2200,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017975,,001On000006OPRe,Manufacturer,1/06/2025,"12 Stacey Street,",Bankstown,NSW,2200,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010781,,001On000006P2y5,Manufacturer,1/06/2025,40-46 Western Avenue,Westmeadows,VIC,3049,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017932,,001On000006P2y5,Manufacturer,1/06/2025,40-46 Western Avenue,Westmeadows,VIC,3049,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010751,,001On000006P4wG,Manufacturer,1/06/2025,14 Halley Crescent,Campbellfield ,VIC,3061,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017887,,001On000006P4wG,Manufacturer,1/06/2025,14 Halley Crescent,Campbellfield ,VIC,3061,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010762,,001On000006P8bi,Manufacturer,1/06/2025,126-128 Bamfield Road,Heidelberg West,VIC,3081,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017903,,001On000006P8bi,Manufacturer,1/06/2025,126-128 Bamfield Road,Heidelberg West,VIC,3081,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010810,,001On000006P99V,Manufacturer,1/06/2025,195-197 Grange Road,Fairfield,VIC,3078,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017970,,001On000006P99V,Manufacturer,1/06/2025,195-197 Grange Road,Fairfield,VIC,3078,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010828,,001On000007hkjd,Manufacturer,1/06/2025,6 Elm Park Drive,Hoppers Crossing,VIC,3029,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017996,,001On000007hkjd,Manufacturer,1/06/2025,6 Elm Park Drive,Hoppers Crossing,VIC,3029,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010785,,001On00000BY8Ei,Manufacturer,1/06/2025,"5 Dexter Drive, ",Epping,VIC,3076,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017937,,001On00000BY8Ei,Manufacturer,1/06/2025,"5 Dexter Drive, ",Epping,VIC,3076,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010862,,001On00000CH364,Manufacturer,1/06/2025,13B Ceylon Street,Nunawading,VIC,3131,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018038,,001On00000CH364,Manufacturer,1/06/2025,13B Ceylon Street,Nunawading,VIC,3131,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018009,,001On00000COBLB,Designer,1/06/2025,"Unit 2, 68-72 Asquith Avenue",Silverwater,NSW,2128,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010841,,001On00000H2Hz6,Manufacturer,1/06/2025,88 Gormanston Road,Moonah,TAS,7009,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018015,,001On00000H2Hz6,Manufacturer,1/06/2025,88 Gormanston Road,Moonah,TAS,7009,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010570,,001On00000JfSqq,Manufacturer,1/06/2025,"1/1265 Main North Road,",Para Hills West,SA,5096,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017832,,001On00000JfSqq,Manufacturer,1/06/2025,"1/1265 Main North Road,",Para Hills West,SA,5096,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010574,,001On00000JfZp9,Manufacturer,1/06/2025,"101F Cardigan Road,",Mooroolbark,VIC,3138,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017840,,001On00000JfZp9,Manufacturer,1/06/2025,"101F Cardigan Road,",Mooroolbark,VIC,3138,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010576,,001On00000JfZpc,Manufacturer,1/06/2025,"Unit 3, 90 Aumuller Street,",Portsmith,QLD,4870,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017842,,001On00000JfZpc,Manufacturer,1/06/2025,"Unit 3, 90 Aumuller Street,",Portsmith,QLD,4870,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017843,,001On00000JfZqD,Designer,1/06/2025,"12/51-59 Hudsons Road,",Spotswood,VIC,3015,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017845,,001On00000JfZqV,Wholesaler,1/06/2025,"195 Abbotts Road,",Dandenong South,VIC,3175,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017848,,001On00000JfZqd,Designer,1/06/2025,"12/51-59 Hudsons Road,",Spotswood,VIC,3015,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010581,,001On00000JfZrI,Manufacturer,1/06/2025,Unit 3/100 Fulton Drive,Derrimut,VIC,3025,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017853,,001On00000JfZrI,Manufacturer,1/06/2025,Unit 3/100 Fulton Drive,Derrimut,VIC,3025,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017864,,001On00000JfZvB,Wholesaler,1/06/2025,"380 City Road,",Southbank,VIC,3006,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010737,,001On00000JfZvH,Manufacturer,1/06/2025,"4 Scholar Drive,",Bundoora,VIC,3083,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017865,,001On00000JfZvH,Manufacturer,1/06/2025,"4 Scholar Drive,",Bundoora,VIC,3083,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010741,,001On00000JfZwN,Manufacturer,1/06/2025,"13 Chaffey Street,",Thomastown,VIC,3074,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017875,,001On00000JfZwN,Manufacturer,1/06/2025,"13 Chaffey Street,",Thomastown,VIC,3074,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010745,,001On00000JfZx6,Manufacturer,1/06/2025,"30 Somerton Park Drive, ",Campbellfield,VIC,3061,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017879,,001On00000JfZx6,Manufacturer,1/06/2025,"30 Somerton Park Drive, ",Campbellfield,VIC,3061,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010746,,001On00000JfZxC,Manufacturer,1/06/2025,"15-17 Kirkdale Street, ",Brunswick East ,VIC,3057,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017880,,001On00000JfZxC,Manufacturer,1/06/2025,"15-17 Kirkdale Street, ",Brunswick East ,VIC,3057,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010748,,001On00000JfZxX,Manufacturer,1/06/2025,"Building 8, Pacifica Business Park,",Kilsyth,VIC,3137,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017884,,001On00000JfZxX,Manufacturer,1/06/2025,"Building 8, Pacifica Business Park,",Kilsyth,VIC,3137,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010749,,001On00000Jfa1G,Manufacturer,1/06/2025,"4-6 Lincoln Street,",Brunswick East,VIC,3057,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017885,,001On00000Jfa1G,Manufacturer,1/06/2025,"4-6 Lincoln Street,",Brunswick East,VIC,3057,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010817,,001On00000Jfa28,Manufacturer,1/06/2025,"Warehouse 1, 2 The Gateway,",Broadmeadows,VIC,3047,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010753,,001On00000Jfa28,Manufacturer,1/06/2025,"Warehouse 1, 2 The Gateway,",Broadmeadows,VIC,3047,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017978,,001On00000Jfa28,Manufacturer,1/06/2025,"Warehouse 1, 2 The Gateway,",Broadmeadows,VIC,3047,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017889,,001On00000Jfa28,Manufacturer,1/06/2025,"Warehouse 1, 2 The Gateway,",Broadmeadows,VIC,3047,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010844,,001On00000Jfa31,Manufacturer,1/06/2025,0,Daylesford,VIC,3460,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018019,,001On00000Jfa31,Manufacturer,1/06/2025,0,Daylesford,VIC,3460,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017896,,001On00000Jfa38,Designer,1/06/2025,9 Philip Cresent,Port Melbourne,VIC,3207,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010758,,001On00000Jfa3P,Manufacturer,1/06/2025,"295-317 St Albans Road, ",Sunshine,VIC,3020,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017898,,001On00000Jfa3P,Manufacturer,1/06/2025,"295-317 St Albans Road, ",Sunshine,VIC,3020,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017909,,001On00000Jfa9A,Wholesaler,1/06/2025,"49 Lakeside Drive,",Broadmeadows,VIC,3047,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010768,,001On00000Jfa9t,Manufacturer,1/06/2025,"62 Bardia Avenue,",Seaford,VIC,3198,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017913,,001On00000Jfa9t,Manufacturer,1/06/2025,"62 Bardia Avenue,",Seaford,VIC,3198,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010848,,001On00000JfaEH,Manufacturer,1/06/2025,"20 Burlington Street,",Oakleigh,VIC,3166,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018024,,001On00000JfaEH,Manufacturer,1/06/2025,"20 Burlington Street,",Oakleigh,VIC,3166,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017923,,001On00000JfaEK,Wholesaler,1/06/2025,"22 longstaff Road, ",Bayswater,VIC,3153,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010775,,001On00000JfaEP,Manufacturer,1/06/2025,"Unit 2/161 Settlement Road, ",Thomastown,VIC,3074,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017925,,001On00000JfaEP,Manufacturer,1/06/2025,"Unit 2/161 Settlement Road, ",Thomastown,VIC,3074,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010798,,001On00000JfaEg,Manufacturer,1/06/2025,"Fairfield, Kosciusko Road,",Berridale,NSW,2628,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017954,,001On00000JfaEg,Manufacturer,1/06/2025,"Fairfield, Kosciusko Road,",Berridale,NSW,2628,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010780,,001On00000JfaEk,Manufacturer,1/06/2025,"22 longstaff Road, ",Bayswater,VIC,3153,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017931,,001On00000JfaEk,Manufacturer,1/06/2025,"22 longstaff Road, ",Bayswater,VIC,3153,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017951,,001On00000JfaGq,Designer,1/06/2025,"Murphy Street,",Bendigo East,VIC,3550,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010797,,001On00000JfaMU,Manufacturer,1/06/2025,0,Blackburn,VIC,3030,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017953,,001On00000JfaMU,Manufacturer,1/06/2025,0,Blackburn,VIC,3030,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010859,,001On00000JfaSt,Manufacturer,1/06/2025,"14 Waratah St,",Tumut ,NSW,2720,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018035,,001On00000JfaSt,Manufacturer,1/06/2025,"14 Waratah St,",Tumut ,NSW,2720,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010809,,001On00000JfaTT,Manufacturer,1/06/2025,"10 Pearl Street,",Brooklyn,VIC,3012,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010870,,001On00000JfaTT,Manufacturer,1/06/2025,"10 Pearl Street,",Brooklyn,VIC,3012,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018046,,001On00000JfaTT,Manufacturer,1/06/2025,"10 Pearl Street,",Brooklyn,VIC,3012,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017969,,001On00000JfaTT,Manufacturer,1/06/2025,"10 Pearl Street,",Brooklyn,VIC,3012,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010819,,001On00000JfaV5,Manufacturer,1/06/2025,7 Enterprise Court,Mulgrave ,VIC,3170,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017981,,001On00000JfaV5,Manufacturer,1/06/2025,7 Enterprise Court,Mulgrave ,VIC,3170,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010826,,001On00000JfaZj,Manufacturer,1/06/2025,0,Brunswick East,VIC,3057,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017994,,001On00000JfaZj,Manufacturer,1/06/2025,0,Brunswick East,VIC,3057,,
,,clothing,ITM-009904,Clothing - Leisure,OC-010835,,001On00000Jfabd,Manufacturer,1/06/2025,"15 Morgan Street,",Gladstone,QLD,4680,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018006,,001On00000Jfabd,Manufacturer,1/06/2025,"15 Morgan Street,",Gladstone,QLD,4680,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017894,,001On00000OCsmP,Manufacturer,1/06/2025,300 Chesterville Road,Moorabbin,VIC,3189,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018017,,001On00000OCsmS,Manufacturer,1/06/2025,"1/32 Myola Street,",Patterson Lakes,VIC,3197,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018041,,001On00000OCsmV,Manufacturer,1/06/2025,"Unit 1/9 Christensen Road,",Stapylton,QLD,4207,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017872,,001On00000OCsmY,Manufacturer,1/06/2025,0,Ellenbrook,WA ,6069,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017917,,001On00000OCsma,Manufacturer,1/06/2025,"9 Help Street,",Chatswood,NSW,2067,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017990,,001On00000OCsmb,Manufacturer,1/06/2025,"13 Hinkler Crescent,",Fannie Bay,NT,820,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018020,,001On00000OCsmc,Manufacturer,1/06/2025,"Main Office,",Box Hill,NSW,2765,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018026,,001On00000OCsmd,Manufacturer,1/06/2025,"Unit 1, 30 Smith Street,",Darwin City,NT,800,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018039,,001On00000OCsme,Manufacturer,1/06/2025,"7 Margaret Street,",Mount Gambier,SA,5290,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017955,,001On00000OCsmh,Manufacturer,1/06/2025,"315 Heads Road / Po Box 866,",Whanganui,NI,4501,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017930,,001On00000OCsmm,Manufacturer,1/06/2025,"3/200 Boundary Road,",Braeside,VIC,3195,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017987,,001On00000OCsmn,Manufacturer,1/06/2025,"Po Box 149,",Hamilton,QLD,4007,,
,,clothing,ITM-009904,Clothing - Leisure,OC-018048,,001On00000OCsmp,Manufacturer,1/06/2025,300 Chesterville Road,Moorabbin,VIC,3189,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017831,,001On00000OCsmq,Manufacturer,1/06/2025,"133 Bakers Road,",Coburg North,VIC,3058,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017833,,001On00000OCsmr,Designer,1/06/2025,0,Brisbane,QLD,4012,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017836,,001On00000OCsms,Manufacturer,1/06/2025,"1/32 Myola Street,",Patterson Lakes,VIC,3197,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017837,,001On00000OCsmt,Designer,1/06/2025,"13/149 Fitzroy Street,",St Kilda,VIC,3182,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017841,,001On00000OCsmu,Manufacturer,1/06/2025," 1/241-243 Browns Road,",Noble Park North,VIC,3174,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017844,,001On00000OCsmw,Manufacturer,1/06/2025,0,Byron Bay,NSW,2481,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017846,,001On00000OCsmx,Designer,1/06/2025,0,Melbourne,VIC,3000,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017849,,001On00000OCsmy,Manufacturer,1/06/2025,0,Ellenbrook,WA ,6069,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017854,,001On00000OCsmz,Designer,1/06/2025,"81 Myers St,",Geelong,VIC,3220,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017858,,001On00000OCsn0,Designer,1/06/2025,0,Melbourne,VIC ,3141,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017859,,001On00000OCsn1,Manufacturer,1/06/2025,0,Condell Park,NSW,2200,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017862,,001On00000OCsn2,Manufacturer,1/06/2025,"11 Wheeler Street,",Ormond,VIC ,3204,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017863,,001On00000OCsn3,Manufacturer,1/06/2025,"1 Mayston Street,",Hawthorn East,VIC,3123,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017866,,001On00000OCsn5,Manufacturer,1/06/2025,"1B Alisa Street,",Box Hill South,VIC,3128,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017868,,001On00000OCsn6,Designer,1/06/2025,0,Sydney,NSW,2000,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017870,,001On00000OCsn7,Manufacturer,1/06/2025,"75 Mary Street Suite 5.01,",St Peters,NSW,2044,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017871,,001On00000OCsn8,Designer,1/06/2025,0,Perth,WA,6000,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017873,,001On00000OCsnA,Designer,1/06/2025,0,Brisbane,QLD ,4000,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017874,,001On00000OCsnB,Designer,1/06/2025,0,Sydney,NSW,2000,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017876,,001On00000OCsnC,Manufacturer,1/06/2025,"Factory 2/10-12 Moreland Road,",Brunswick East,VIC,3057,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017877,,001On00000OCsnD,Manufacturer,1/06/2025,"196-198 Johnston Street,",Collingwood,VIC,3066,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017878,,001On00000OCsnE,Manufacturer,1/06/2025,"Factory 1, 5 Macquarie Drive,",Thomastown,VIC,3074,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017882,,001On00000OCsnF,Designer,1/06/2025,0,Palmerston North,NI,0,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017883,,001On00000OCsnG,Manufacturer,1/06/2025,0,Brisbane,QLD,4014,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017886,,001On00000OCsnI,Manufacturer,1/06/2025,0,Christchurch,NI,0,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017888,,001On00000OCsnJ,Manufacturer,1/06/2025,"1/118 Albert St,",Brunswick,VIC,3056,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017890,,001On00000OCsnK,Manufacturer,1/06/2025,"Shop 16 Annerley Arcade, 478 Ipswich Road,",Annerley,QLD,4103,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017892,,001On00000OCsnL,Designer,1/06/2025,"88 Highgate Street,",Bexley,NSW ,2207,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017893,,001On00000OCsnM,Designer,1/06/2025,0,0,VIC ,3500,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017897,,001On00000OCsnN,Assembler,1/06/2025,0,St Peters,NSW,2044,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017901,,001On00000OCsnO,Manufacturer,1/06/2025,"341–343 Canterbury Road,",Canterbury,NSW ,2193,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017905,,001On00000OCsnP,Manufacturer,1/06/2025,"Factory 3 8-9 Gabrielle Court,",Bayswater North,VIC,3153,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017906,,001On00000OCsnQ,Assembler,1/06/2025,0,Yarra Valley,VIC,3782,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017910,,001On00000OCsnR,Manufacturer,1/06/2025,"1/654 WateRoadale Road,",Heidelberg West,VIC,3081,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017911,,001On00000OCsnS,Manufacturer,1/06/2025,"4/64 Charter Street,",Ringwood,VIC,3134,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017912,,001On00000OCsnT,Designer,1/06/2025," 9 Hope Street,",Brunswick,VIC,3056,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017915,,001On00000OCsnU,Designer,1/06/2025,"3/7 Roxburgh Street,",Ascot Vale,VIC,3032,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017916,,001On00000OCsnV,Manufacturer,1/06/2025,"631 Centre Road,",Bentleigh East,VIC,3165,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017919,,001On00000OCsnW,Designer,1/06/2025,"23 Auburn Avenue,",Northcote,VIC,3070,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017920,,001On00000OCsnX,Manufacturer,1/06/2025,"76 Victoria Street,",Carlton,VIC,3053,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017921,,001On00000OCsnY,Wholesaler,1/06/2025,0,Hindmarsh,SA,5007,,
,,clothing,ITM-009904,Clothing - Leisure,OC-017926,,001On00000OCsnZ,Designer,1/06/2025,0,WALLSEND,NSW,2287,,
